_id,PUNTUACION_ACCESIBILIDAD,PUNTUACION_CALIDAD,COMENTARIOS,AREARECREATIVAID,FECHA
ES-592,5,4,EXCELENTE,17172,2023-04-05T00:00:00Z
ES-5920,3,4,MUY BUENO,5219930,2022-12-21T00:00:00Z
ES-5921,2,3,ACEPTABLE,17444,2023-08-17T00:00:00Z
ES-5922,1,1,DEFICIENTE,18019,2021-01-24T00:00:00Z
ES-5923,2,1,REGULAR,18303,2021-01-09T00:00:00Z
ES-5924,1,1,DEFICIENTE,17650,2023-11-24T00:00:00Z
ES-5925,2,2,ACEPTABLE,17786,2022-03-03T00:00:00Z
ES-5926,3,4,MUY BUENO,17997,2021-03-19T00:00:00Z
ES-5927,5,5,EXCELENTE,17019,2022-04-27T00:00:00Z
ES-5928,3,3,MUY BUENO,16901,2023-08-03T00:00:00Z
ES-5929,3,2,ACEPTABLE,18366,2022-07-29T00:00:00Z
ES-593,4,4,EXCELENTE,5211393,2021-07-28T00:00:00Z
ES-5930,5,5,EXCELENTE,17637,2023-09-30T00:00:00Z
ES-5931,2,3,ACEPTABLE,17957,2023-12-26T00:00:00Z
ES-5932,2,1,REGULAR,16890,2021-11-03T00:00:00Z
ES-5933,2,1,REGULAR,3573055,2022-06-25T00:00:00Z
ES-5934,3,3,MUY BUENO,16684,2023-03-29T00:00:00Z
ES-5935,1,2,REGULAR,17392,2021-12-30T00:00:00Z
ES-5936,5,5,EXCELENTE,17918,2023-02-26T00:00:00Z
ES-5937,5,5,EXCELENTE,17782,2021-08-04T00:00:00Z
ES-5938,2,2,ACEPTABLE,16853,2021-07-05T00:00:00Z
ES-5939,2,2,ACEPTABLE,7613585,2022-08-31T00:00:00Z
ES-594,5,5,EXCELENTE,18440,2021-10-30T00:00:00Z
ES-5940,5,5,EXCELENTE,7882665,2022-06-08T00:00:00Z
ES-5941,2,3,ACEPTABLE,17047,2021-10-14T00:00:00Z
ES-5942,4,4,EXCELENTE,17139,2023-10-24T00:00:00Z
ES-5943,5,4,EXCELENTE,16905,2022-01-07T00:00:00Z
ES-5944,1,1,DEFICIENTE,5241174,2023-01-23T00:00:00Z
ES-5945,3,2,ACEPTABLE,17000,2022-09-05T00:00:00Z
ES-5946,5,5,EXCELENTE,18069,2022-06-17T00:00:00Z
ES-5947,1,1,DEFICIENTE,5231441,2022-02-24T00:00:00Z
ES-5948,1,1,DEFICIENTE,18552,2022-09-17T00:00:00Z
ES-5949,5,5,EXCELENTE,7906811,2022-02-06T00:00:00Z
ES-595,3,3,MUY BUENO,18203,2022-12-29T00:00:00Z
ES-5950,1,2,REGULAR,17303,2021-11-20T00:00:00Z
ES-5951,3,2,ACEPTABLE,7403980,2023-07-20T00:00:00Z
ES-5952,1,1,DEFICIENTE,5240110,2021-05-11T00:00:00Z
ES-5953,3,4,MUY BUENO,8909095,2022-01-16T00:00:00Z
ES-5954,4,4,EXCELENTE,18295,2023-12-30T00:00:00Z
ES-5955,5,5,EXCELENTE,18606,2022-09-15T00:00:00Z
ES-5956,3,2,ACEPTABLE,16683,2021-10-07T00:00:00Z
ES-5957,3,4,MUY BUENO,7182466,2023-02-01T00:00:00Z
ES-5958,4,4,EXCELENTE,52132,2021-06-28T00:00:00Z
ES-5959,1,1,DEFICIENTE,18137,2022-10-15T00:00:00Z
ES-596,3,3,MUY BUENO,17606,2022-11-21T00:00:00Z
ES-5960,1,1,DEFICIENTE,3566373,2021-11-05T00:00:00Z
ES-5961,4,5,EXCELENTE,7142118,2023-07-02T00:00:00Z
ES-5962,4,5,EXCELENTE,17049,2021-08-21T00:00:00Z
ES-5963,2,1,REGULAR,52073,2023-10-29T00:00:00Z
ES-5964,5,4,EXCELENTE,18095,2023-02-11T00:00:00Z
ES-5965,4,5,EXCELENTE,18391,2022-10-19T00:00:00Z
ES-5966,2,1,REGULAR,18004,2023-09-29T00:00:00Z
ES-5967,5,4,EXCELENTE,8799547,2021-12-01T00:00:00Z
ES-5968,3,3,MUY BUENO,17143,2021-11-04T00:00:00Z
ES-5969,4,5,EXCELENTE,52187,2021-11-27T00:00:00Z
ES-597,5,5,EXCELENTE,17801,2023-01-02T00:00:00Z
ES-5970,3,4,MUY BUENO,17110,2022-12-01T00:00:00Z
ES-5971,2,3,ACEPTABLE,18449,2022-05-10T00:00:00Z
ES-5972,2,3,ACEPTABLE,16658,2022-01-21T00:00:00Z
ES-5973,2,2,ACEPTABLE,9187536,2021-11-20T00:00:00Z
ES-5974,1,2,REGULAR,17215,2023-04-20T00:00:00Z
ES-5975,3,3,MUY BUENO,5199521,2021-01-24T00:00:00Z
ES-5976,1,1,DEFICIENTE,17949,2022-11-27T00:00:00Z
ES-5977,3,4,MUY BUENO,17724,2023-02-16T00:00:00Z
ES-5978,2,2,ACEPTABLE,17559,2023-03-26T00:00:00Z
ES-5979,1,1,DEFICIENTE,17255,2023-12-28T00:00:00Z
ES-598,2,2,ACEPTABLE,17164,2021-10-25T00:00:00Z
ES-5980,3,3,MUY BUENO,7245849,2023-03-19T00:00:00Z
ES-5981,5,5,EXCELENTE,18477,2021-11-27T00:00:00Z
ES-5982,1,2,REGULAR,18203,2023-06-10T00:00:00Z
ES-5983,5,4,EXCELENTE,17537,2022-02-23T00:00:00Z
ES-5984,4,4,EXCELENTE,16954,2023-04-30T00:00:00Z
ES-5985,5,4,EXCELENTE,7180264,2023-11-19T00:00:00Z
ES-5986,2,2,ACEPTABLE,18190,2023-11-28T00:00:00Z
ES-5987,2,1,REGULAR,17940,2021-06-22T00:00:00Z
ES-5988,2,3,ACEPTABLE,17399,2023-01-23T00:00:00Z
ES-5989,5,5,EXCELENTE,17593,2021-10-24T00:00:00Z
ES-599,3,4,MUY BUENO,8785833,2021-10-18T00:00:00Z
ES-5990,5,5,EXCELENTE,52085,2022-07-27T00:00:00Z
ES-5991,3,2,ACEPTABLE,18458,2022-02-10T00:00:00Z
ES-5992,2,1,REGULAR,4988166,2022-12-06T00:00:00Z
ES-5993,5,4,EXCELENTE,52208,2022-12-16T00:00:00Z
ES-5994,5,5,EXCELENTE,6819620,2021-07-28T00:00:00Z
ES-5995,2,2,ACEPTABLE,3573208,2023-07-25T00:00:00Z
ES-5996,2,1,REGULAR,18349,2023-09-25T00:00:00Z
ES-5997,1,1,DEFICIENTE,18594,2021-05-18T00:00:00Z
ES-5998,4,4,EXCELENTE,17690,2021-12-18T00:00:00Z
ES-5999,5,5,EXCELENTE,7837848,2023-03-15T00:00:00Z
ES-6,5,5,EXCELENTE,18570,2021-12-09T00:00:00Z
ES-60,5,5,EXCELENTE,5654057,2022-04-18T00:00:00Z
ES-600,4,4,EXCELENTE,18256,2021-09-21T00:00:00Z
ES-6000,4,3,MUY BUENO,16821,2021-12-21T00:00:00Z
ES-6001,5,5,EXCELENTE,18086,2023-05-31T00:00:00Z
ES-6002,2,2,ACEPTABLE,16840,2023-12-01T00:00:00Z
ES-6003,4,4,EXCELENTE,16866,2023-04-11T00:00:00Z
ES-6004,3,2,ACEPTABLE,5237127,2023-09-07T00:00:00Z
ES-6005,2,3,ACEPTABLE,8909085,2023-06-10T00:00:00Z
ES-6006,3,2,ACEPTABLE,18289,2022-02-25T00:00:00Z
ES-6007,4,4,EXCELENTE,17376,2021-10-26T00:00:00Z
ES-6008,4,5,EXCELENTE,18493,2022-04-08T00:00:00Z
ES-6009,2,2,ACEPTABLE,18576,2021-11-30T00:00:00Z
ES-601,2,2,ACEPTABLE,4730844,2023-05-26T00:00:00Z
ES-6010,5,4,EXCELENTE,17901,2022-12-10T00:00:00Z
ES-6011,5,5,EXCELENTE,17427,2021-08-16T00:00:00Z
ES-6012,4,5,EXCELENTE,18379,2021-12-22T00:00:00Z
ES-6013,4,4,EXCELENTE,3611795,2021-11-11T00:00:00Z
ES-6014,5,5,EXCELENTE,18340,2023-03-24T00:00:00Z
ES-6015,3,2,ACEPTABLE,16994,2021-12-21T00:00:00Z
ES-6016,2,3,ACEPTABLE,5653851,2021-04-23T00:00:00Z
ES-6017,1,2,REGULAR,6819612,2022-07-30T00:00:00Z
ES-6018,4,3,MUY BUENO,52202,2022-06-29T00:00:00Z
ES-6019,4,5,EXCELENTE,5240310,2023-08-11T00:00:00Z
ES-602,4,3,MUY BUENO,17339,2023-03-05T00:00:00Z
ES-6020,3,3,MUY BUENO,17867,2022-12-21T00:00:00Z
ES-6021,5,5,EXCELENTE,16730,2023-01-14T00:00:00Z
ES-6022,4,3,MUY BUENO,18452,2021-12-22T00:00:00Z
ES-6023,5,4,EXCELENTE,17976,2021-01-10T00:00:00Z
ES-6024,4,3,MUY BUENO,18259,2023-02-25T00:00:00Z
ES-6025,1,2,REGULAR,17748,2022-03-09T00:00:00Z
ES-6026,3,2,ACEPTABLE,17251,2023-03-24T00:00:00Z
ES-6027,4,4,EXCELENTE,16760,2021-05-01T00:00:00Z
ES-6028,5,5,EXCELENTE,461343,2021-09-04T00:00:00Z
ES-6029,5,5,EXCELENTE,3566373,2021-10-30T00:00:00Z
ES-603,1,1,DEFICIENTE,5237118,2022-10-30T00:00:00Z
ES-6030,2,3,ACEPTABLE,18294,2021-01-14T00:00:00Z
ES-6031,4,5,EXCELENTE,17259,2022-08-12T00:00:00Z
ES-6032,2,2,ACEPTABLE,17334,2023-10-16T00:00:00Z
ES-6033,5,5,EXCELENTE,9046352,2022-09-29T00:00:00Z
ES-6034,4,3,MUY BUENO,7248141,2021-11-08T00:00:00Z
ES-6035,1,1,DEFICIENTE,17028,2022-12-17T00:00:00Z
ES-6036,2,2,ACEPTABLE,18212,2021-10-10T00:00:00Z
ES-6037,3,2,ACEPTABLE,17380,2023-11-01T00:00:00Z
ES-6038,1,1,DEFICIENTE,18466,2023-02-09T00:00:00Z
ES-6039,2,2,ACEPTABLE,18634,2022-04-02T00:00:00Z
ES-604,3,2,ACEPTABLE,18532,2022-11-01T00:00:00Z
ES-6040,2,2,ACEPTABLE,5240327,2021-05-16T00:00:00Z
ES-6041,5,5,EXCELENTE,18486,2023-12-01T00:00:00Z
ES-6042,3,3,MUY BUENO,17020,2023-04-21T00:00:00Z
ES-6043,1,1,DEFICIENTE,17196,2023-10-18T00:00:00Z
ES-6044,4,4,EXCELENTE,18475,2021-10-29T00:00:00Z
ES-6045,2,1,REGULAR,18148,2022-09-14T00:00:00Z
ES-6046,5,5,EXCELENTE,5246189,2023-02-02T00:00:00Z
ES-6047,1,1,DEFICIENTE,17947,2021-12-30T00:00:00Z
ES-6048,3,4,MUY BUENO,5246193,2022-12-17T00:00:00Z
ES-6049,1,2,REGULAR,17620,2023-07-09T00:00:00Z
ES-605,3,4,MUY BUENO,16757,2022-04-24T00:00:00Z
ES-6050,5,5,EXCELENTE,17734,2023-01-11T00:00:00Z
ES-6051,5,5,EXCELENTE,3573053,2023-10-07T00:00:00Z
ES-6052,3,2,ACEPTABLE,17493,2023-10-06T00:00:00Z
ES-6053,4,3,MUY BUENO,16978,2022-05-16T00:00:00Z
ES-6054,5,5,EXCELENTE,5237134,2023-10-30T00:00:00Z
ES-6055,5,5,EXCELENTE,3566363,2021-06-02T00:00:00Z
ES-6056,1,2,REGULAR,17178,2022-10-26T00:00:00Z
ES-6057,4,4,EXCELENTE,5241171,2022-01-01T00:00:00Z
ES-6058,4,5,EXCELENTE,17303,2022-09-24T00:00:00Z
ES-6059,1,1,DEFICIENTE,18527,2023-12-12T00:00:00Z
ES-606,3,2,ACEPTABLE,5237126,2023-04-19T00:00:00Z
ES-6060,4,5,EXCELENTE,17813,2021-05-30T00:00:00Z
ES-6061,1,2,REGULAR,17302,2023-10-18T00:00:00Z
ES-6062,1,1,DEFICIENTE,18295,2021-07-28T00:00:00Z
ES-6063,5,5,EXCELENTE,17661,2022-01-01T00:00:00Z
ES-6064,4,4,EXCELENTE,18067,2022-04-16T00:00:00Z
ES-6065,1,1,DEFICIENTE,17190,2021-02-11T00:00:00Z
ES-6066,3,3,MUY BUENO,17428,2022-10-27T00:00:00Z
ES-6067,3,4,MUY BUENO,16728,2022-03-23T00:00:00Z
ES-6068,5,5,EXCELENTE,452347,2021-07-29T00:00:00Z
ES-6069,5,5,EXCELENTE,17994,2021-07-14T00:00:00Z
ES-607,1,1,DEFICIENTE,5173859,2022-04-02T00:00:00Z
ES-6070,4,4,EXCELENTE,17843,2023-02-15T00:00:00Z
ES-6071,2,3,ACEPTABLE,17533,2021-05-31T00:00:00Z
ES-6072,2,3,ACEPTABLE,17935,2023-07-13T00:00:00Z
ES-6073,3,3,MUY BUENO,17645,2023-03-21T00:00:00Z
ES-6074,2,3,ACEPTABLE,3569222,2022-07-13T00:00:00Z
ES-6075,5,4,EXCELENTE,18067,2022-04-30T00:00:00Z
ES-6076,2,3,ACEPTABLE,7403983,2021-02-21T00:00:00Z
ES-6077,3,2,ACEPTABLE,8799648,2022-01-26T00:00:00Z
ES-6078,5,5,EXCELENTE,9177985,2021-05-10T00:00:00Z
ES-6079,4,3,MUY BUENO,3569191,2021-08-10T00:00:00Z
ES-608,5,5,EXCELENTE,18348,2023-07-19T00:00:00Z
ES-6080,2,2,ACEPTABLE,7943813,2022-08-19T00:00:00Z
ES-6081,3,2,ACEPTABLE,17853,2022-06-11T00:00:00Z
ES-6082,5,4,EXCELENTE,18221,2022-03-26T00:00:00Z
ES-6083,5,5,EXCELENTE,17517,2023-02-16T00:00:00Z
ES-6084,1,2,REGULAR,3573466,2021-01-02T00:00:00Z
ES-6085,3,3,MUY BUENO,18563,2023-01-24T00:00:00Z
ES-6086,4,5,EXCELENTE,16728,2023-02-21T00:00:00Z
ES-6087,3,3,MUY BUENO,8785833,2022-03-14T00:00:00Z
ES-6088,1,1,DEFICIENTE,16903,2021-09-11T00:00:00Z
ES-6089,1,2,REGULAR,8799552,2022-12-23T00:00:00Z
ES-609,2,1,REGULAR,18254,2021-09-18T00:00:00Z
ES-6090,5,5,EXCELENTE,18531,2023-08-26T00:00:00Z
ES-6091,2,2,ACEPTABLE,17484,2022-12-25T00:00:00Z
ES-6092,3,4,MUY BUENO,18302,2022-11-16T00:00:00Z
ES-6093,5,4,EXCELENTE,6819617,2021-06-29T00:00:00Z
ES-6094,5,5,EXCELENTE,17656,2022-07-17T00:00:00Z
ES-6095,1,1,DEFICIENTE,16884,2022-09-06T00:00:00Z
ES-6096,1,1,DEFICIENTE,52165,2023-03-18T00:00:00Z
ES-6097,2,2,ACEPTABLE,18008,2021-09-17T00:00:00Z
ES-6098,1,2,REGULAR,5240286,2021-12-31T00:00:00Z
ES-6099,1,2,REGULAR,17640,2022-05-21T00:00:00Z
ES-61,3,4,MUY BUENO,18011,2023-11-19T00:00:00Z
ES-610,1,2,REGULAR,7840614,2021-07-27T00:00:00Z
ES-6100,4,3,MUY BUENO,17682,2022-09-23T00:00:00Z
ES-6101,1,2,REGULAR,17511,2021-04-04T00:00:00Z
ES-6102,4,4,EXCELENTE,18447,2021-10-13T00:00:00Z
ES-6103,5,5,EXCELENTE,18403,2021-07-23T00:00:00Z
ES-6104,3,4,MUY BUENO,17249,2023-04-23T00:00:00Z
ES-6105,5,4,EXCELENTE,17092,2021-05-25T00:00:00Z
ES-6106,4,5,EXCELENTE,18193,2022-08-09T00:00:00Z
ES-6107,4,3,MUY BUENO,18370,2021-06-10T00:00:00Z
ES-6108,3,4,MUY BUENO,7603212,2023-06-26T00:00:00Z
ES-6109,2,3,ACEPTABLE,17367,2021-11-08T00:00:00Z
ES-611,3,3,MUY BUENO,17843,2023-09-14T00:00:00Z
ES-6110,3,2,ACEPTABLE,17783,2022-01-14T00:00:00Z
ES-6111,3,3,MUY BUENO,5213823,2021-05-07T00:00:00Z
ES-6112,2,2,ACEPTABLE,7107694,2021-07-02T00:00:00Z
ES-6113,1,2,REGULAR,17141,2022-07-03T00:00:00Z
ES-6114,2,3,ACEPTABLE,461265,2023-01-13T00:00:00Z
ES-6115,4,5,EXCELENTE,16881,2023-11-15T00:00:00Z
ES-6116,3,3,MUY BUENO,18335,2023-12-08T00:00:00Z
ES-6117,3,4,MUY BUENO,17259,2023-10-28T00:00:00Z
ES-6118,1,1,DEFICIENTE,451348,2023-05-29T00:00:00Z
ES-6119,2,3,ACEPTABLE,7933003,2022-07-18T00:00:00Z
ES-612,3,3,MUY BUENO,5654018,2022-04-19T00:00:00Z
ES-6120,1,2,REGULAR,17595,2023-07-07T00:00:00Z
ES-6121,2,2,ACEPTABLE,17037,2021-02-16T00:00:00Z
ES-6122,5,4,EXCELENTE,7280560,2021-01-18T00:00:00Z
ES-6123,2,3,ACEPTABLE,17778,2021-06-17T00:00:00Z
ES-6124,3,2,ACEPTABLE,18442,2022-02-08T00:00:00Z
ES-6125,4,4,EXCELENTE,18420,2022-04-16T00:00:00Z
ES-6126,5,5,EXCELENTE,17879,2022-02-15T00:00:00Z
ES-6127,3,3,MUY BUENO,18276,2021-12-19T00:00:00Z
ES-6128,3,2,ACEPTABLE,18122,2021-02-01T00:00:00Z
ES-6129,1,1,DEFICIENTE,3573053,2023-12-07T00:00:00Z
ES-613,5,4,EXCELENTE,18151,2021-03-10T00:00:00Z
ES-6130,1,2,REGULAR,5240282,2023-07-01T00:00:00Z
ES-6131,3,4,MUY BUENO,18003,2023-03-03T00:00:00Z
ES-6132,5,4,EXCELENTE,17049,2023-12-04T00:00:00Z
ES-6133,5,5,EXCELENTE,18171,2023-04-28T00:00:00Z
ES-6134,4,5,EXCELENTE,52105,2022-07-16T00:00:00Z
ES-6135,2,1,REGULAR,17902,2022-07-11T00:00:00Z
ES-6136,2,1,REGULAR,5246199,2021-12-04T00:00:00Z
ES-6137,2,2,ACEPTABLE,52047,2023-10-16T00:00:00Z
ES-6138,3,4,MUY BUENO,17359,2023-05-29T00:00:00Z
ES-6139,1,1,DEFICIENTE,4704499,2021-02-05T00:00:00Z
ES-614,4,3,MUY BUENO,18020,2022-05-29T00:00:00Z
ES-6140,2,3,ACEPTABLE,16776,2022-09-10T00:00:00Z
ES-6141,2,3,ACEPTABLE,17655,2022-08-04T00:00:00Z
ES-6142,4,3,MUY BUENO,17368,2023-03-17T00:00:00Z
ES-6143,2,2,ACEPTABLE,7902175,2021-03-27T00:00:00Z
ES-6144,2,3,ACEPTABLE,16864,2023-07-28T00:00:00Z
ES-6145,5,4,EXCELENTE,18175,2021-03-19T00:00:00Z
ES-6146,5,5,EXCELENTE,18059,2023-01-27T00:00:00Z
ES-6147,4,4,EXCELENTE,7126499,2023-03-23T00:00:00Z
ES-6148,1,1,DEFICIENTE,17352,2021-09-30T00:00:00Z
ES-6149,2,1,REGULAR,4730819,2022-06-28T00:00:00Z
ES-615,1,2,REGULAR,5237116,2022-01-19T00:00:00Z
ES-6150,4,4,EXCELENTE,16743,2021-08-28T00:00:00Z
ES-6151,1,1,DEFICIENTE,17179,2021-01-15T00:00:00Z
ES-6152,4,5,EXCELENTE,17382,2021-06-29T00:00:00Z
ES-6153,2,2,ACEPTABLE,18455,2023-05-29T00:00:00Z
ES-6154,3,2,ACEPTABLE,16783,2021-11-25T00:00:00Z
ES-6155,1,1,DEFICIENTE,17085,2022-12-28T00:00:00Z
ES-6156,3,2,ACEPTABLE,17718,2022-09-29T00:00:00Z
ES-6157,1,1,DEFICIENTE,17412,2021-05-15T00:00:00Z
ES-6158,5,4,EXCELENTE,16894,2023-12-25T00:00:00Z
ES-6159,4,4,EXCELENTE,52105,2021-07-21T00:00:00Z
ES-616,1,2,REGULAR,18318,2022-01-19T00:00:00Z
ES-6160,2,2,ACEPTABLE,17378,2023-06-19T00:00:00Z
ES-6161,1,2,REGULAR,17832,2021-06-10T00:00:00Z
ES-6162,5,5,EXCELENTE,17505,2021-05-12T00:00:00Z
ES-6163,5,5,EXCELENTE,7129053,2022-12-21T00:00:00Z
ES-6164,4,5,EXCELENTE,16799,2022-09-26T00:00:00Z
ES-6165,2,3,ACEPTABLE,18591,2023-02-04T00:00:00Z
ES-6166,3,4,MUY BUENO,17115,2021-09-16T00:00:00Z
ES-6167,3,2,ACEPTABLE,18047,2022-12-10T00:00:00Z
ES-6168,5,5,EXCELENTE,7356671,2022-04-20T00:00:00Z
ES-6169,4,3,MUY BUENO,17666,2023-10-09T00:00:00Z
ES-617,3,2,ACEPTABLE,52229,2022-09-10T00:00:00Z
ES-6170,4,5,EXCELENTE,18000,2021-03-10T00:00:00Z
ES-6171,4,5,EXCELENTE,9263613,2021-02-24T00:00:00Z
ES-6172,3,3,MUY BUENO,17856,2022-06-07T00:00:00Z
ES-6173,1,1,DEFICIENTE,17096,2021-12-03T00:00:00Z
ES-6174,3,4,MUY BUENO,17437,2022-01-20T00:00:00Z
ES-6175,3,3,MUY BUENO,17576,2022-12-06T00:00:00Z
ES-6176,2,1,REGULAR,7927289,2022-06-03T00:00:00Z
ES-6177,4,3,MUY BUENO,17556,2023-08-31T00:00:00Z
ES-6178,4,3,MUY BUENO,17976,2023-03-12T00:00:00Z
ES-6179,4,4,EXCELENTE,18622,2022-01-04T00:00:00Z
ES-618,3,4,MUY BUENO,16882,2022-02-04T00:00:00Z
ES-6180,4,4,EXCELENTE,52106,2023-09-23T00:00:00Z
ES-6181,4,5,EXCELENTE,16899,2021-03-19T00:00:00Z
ES-6182,4,5,EXCELENTE,17570,2021-02-12T00:00:00Z
ES-6183,4,5,EXCELENTE,7144040,2022-03-16T00:00:00Z
ES-6184,5,5,EXCELENTE,17690,2023-10-16T00:00:00Z
ES-6185,1,2,REGULAR,17945,2022-08-27T00:00:00Z
ES-6186,5,5,EXCELENTE,16756,2021-02-26T00:00:00Z
ES-6187,5,5,EXCELENTE,8799942,2022-01-26T00:00:00Z
ES-6188,1,2,REGULAR,16879,2021-12-12T00:00:00Z
ES-6189,3,3,MUY BUENO,18208,2022-07-02T00:00:00Z
ES-619,5,5,EXCELENTE,8776034,2022-04-25T00:00:00Z
ES-6190,3,2,ACEPTABLE,5241178,2023-07-22T00:00:00Z
ES-6191,1,1,DEFICIENTE,17363,2022-02-18T00:00:00Z
ES-6192,2,1,REGULAR,9269361,2021-05-29T00:00:00Z
ES-6193,4,4,EXCELENTE,17075,2023-03-17T00:00:00Z
ES-6194,3,4,MUY BUENO,17919,2021-01-28T00:00:00Z
ES-6195,2,1,REGULAR,5220866,2023-03-10T00:00:00Z
ES-6196,5,4,EXCELENTE,16833,2023-02-21T00:00:00Z
ES-6197,3,4,MUY BUENO,9424149,2021-11-20T00:00:00Z
ES-6198,2,1,REGULAR,17565,2023-01-25T00:00:00Z
ES-6199,1,2,REGULAR,18595,2021-09-01T00:00:00Z
ES-62,3,2,ACEPTABLE,18149,2021-05-13T00:00:00Z
ES-620,1,2,REGULAR,7247845,2021-12-06T00:00:00Z
ES-6200,2,1,REGULAR,16876,2021-10-05T00:00:00Z
ES-6201,3,3,MUY BUENO,17330,2021-02-02T00:00:00Z
ES-6202,1,2,REGULAR,7838836,2021-07-27T00:00:00Z
ES-6203,1,1,DEFICIENTE,17178,2021-11-22T00:00:00Z
ES-6204,5,4,EXCELENTE,17428,2022-10-25T00:00:00Z
ES-6205,5,4,EXCELENTE,18466,2021-07-25T00:00:00Z
ES-6206,3,2,ACEPTABLE,18279,2023-03-25T00:00:00Z
ES-6207,3,3,MUY BUENO,17338,2021-11-16T00:00:00Z
ES-6208,2,1,REGULAR,5272342,2022-04-12T00:00:00Z
ES-6209,5,4,EXCELENTE,18590,2022-05-02T00:00:00Z
ES-621,2,2,ACEPTABLE,18328,2021-01-22T00:00:00Z
ES-6210,4,4,EXCELENTE,18591,2023-06-19T00:00:00Z
ES-6211,4,3,MUY BUENO,52057,2021-10-19T00:00:00Z
ES-6212,3,3,MUY BUENO,17069,2022-01-12T00:00:00Z
ES-6213,4,3,MUY BUENO,17846,2022-02-06T00:00:00Z
ES-6214,4,5,EXCELENTE,5272338,2021-07-18T00:00:00Z
ES-6215,5,5,EXCELENTE,18381,2023-12-05T00:00:00Z
ES-6216,3,3,MUY BUENO,5219924,2023-04-02T00:00:00Z
ES-6217,4,4,EXCELENTE,18637,2022-02-24T00:00:00Z
ES-6218,2,1,REGULAR,7841427,2023-07-10T00:00:00Z
ES-6219,3,4,MUY BUENO,18602,2021-05-12T00:00:00Z
ES-622,3,4,MUY BUENO,18484,2022-03-21T00:00:00Z
ES-6220,5,4,EXCELENTE,18616,2021-04-11T00:00:00Z
ES-6221,1,1,DEFICIENTE,17950,2021-12-20T00:00:00Z
ES-6222,3,3,MUY BUENO,16839,2023-08-13T00:00:00Z
ES-6223,4,4,EXCELENTE,17488,2023-09-27T00:00:00Z
ES-6224,2,3,ACEPTABLE,9424150,2021-07-05T00:00:00Z
ES-6225,2,3,ACEPTABLE,3991213,2023-08-11T00:00:00Z
ES-6226,1,2,REGULAR,18033,2023-11-20T00:00:00Z
ES-6227,1,2,REGULAR,18601,2023-05-24T00:00:00Z
ES-6228,4,3,MUY BUENO,18402,2021-01-08T00:00:00Z
ES-6229,2,2,ACEPTABLE,4792812,2021-10-19T00:00:00Z
ES-623,4,4,EXCELENTE,3569222,2021-10-11T00:00:00Z
ES-6230,5,5,EXCELENTE,5209024,2023-07-01T00:00:00Z
ES-6231,4,4,EXCELENTE,17321,2022-04-12T00:00:00Z
ES-6232,5,5,EXCELENTE,17603,2021-11-16T00:00:00Z
ES-6233,3,3,MUY BUENO,18504,2023-05-31T00:00:00Z
ES-6234,5,4,EXCELENTE,17635,2021-10-28T00:00:00Z
ES-6235,3,2,ACEPTABLE,18503,2022-08-27T00:00:00Z
ES-6236,4,4,EXCELENTE,5240280,2021-08-18T00:00:00Z
ES-6237,5,4,EXCELENTE,16707,2023-06-13T00:00:00Z
ES-6238,5,5,EXCELENTE,17632,2023-06-22T00:00:00Z
ES-6239,2,2,ACEPTABLE,17604,2023-03-02T00:00:00Z
ES-624,5,5,EXCELENTE,52194,2023-11-07T00:00:00Z
ES-6240,5,5,EXCELENTE,17149,2022-03-06T00:00:00Z
ES-6241,4,3,MUY BUENO,16975,2022-04-18T00:00:00Z
ES-6242,3,2,ACEPTABLE,451351,2023-06-17T00:00:00Z
ES-6243,5,4,EXCELENTE,52215,2021-04-14T00:00:00Z
ES-6244,3,2,ACEPTABLE,5241185,2021-02-23T00:00:00Z
ES-6245,4,4,EXCELENTE,18216,2021-04-09T00:00:00Z
ES-6246,3,4,MUY BUENO,18137,2022-02-02T00:00:00Z
ES-6247,4,4,EXCELENTE,17606,2021-02-11T00:00:00Z
ES-6248,2,1,REGULAR,18455,2022-05-27T00:00:00Z
ES-6249,4,4,EXCELENTE,8781302,2023-07-05T00:00:00Z
ES-625,1,2,REGULAR,18135,2021-03-24T00:00:00Z
ES-6250,4,4,EXCELENTE,16769,2022-09-22T00:00:00Z
ES-6251,5,5,EXCELENTE,8776034,2023-09-11T00:00:00Z
ES-6252,2,3,ACEPTABLE,5653960,2021-07-24T00:00:00Z
ES-6253,1,1,DEFICIENTE,8799552,2022-04-19T00:00:00Z
ES-6254,2,2,ACEPTABLE,16735,2021-01-06T00:00:00Z
ES-6255,1,1,DEFICIENTE,16911,2022-01-11T00:00:00Z
ES-6256,5,5,EXCELENTE,17957,2022-03-19T00:00:00Z
ES-6257,2,1,REGULAR,17595,2021-04-08T00:00:00Z
ES-6258,2,3,ACEPTABLE,17342,2023-02-18T00:00:00Z
ES-6259,1,1,DEFICIENTE,17716,2023-05-09T00:00:00Z
ES-626,1,1,DEFICIENTE,16912,2023-03-07T00:00:00Z
ES-6260,1,2,REGULAR,17347,2023-12-07T00:00:00Z
ES-6261,5,5,EXCELENTE,18408,2023-07-06T00:00:00Z
ES-6262,4,4,EXCELENTE,18326,2021-12-05T00:00:00Z
ES-6263,1,1,DEFICIENTE,451584,2022-11-10T00:00:00Z
ES-6264,3,4,MUY BUENO,16679,2022-09-03T00:00:00Z
ES-6265,1,2,REGULAR,17693,2021-03-05T00:00:00Z
