_id,FECHA_REPORTE,TIPO_INCIDENTE,GRAVEDAD,AREARECREATIVAID
IS-4568,2024-06-18T00:00:00Z,ROBO,ALTA,16835
IS-4569,2023-02-26T00:00:00Z,CAIDA,BAJA,52102
IS-457,2020-12-26T00:00:00Z,CAIDA,MEDIA,4737941
IS-4570,2021-07-01T00:00:00Z,ROBO,CRITICA,17916
IS-4571,2021-05-29T00:00:00Z,ROBO,CRITICA,5220679
IS-4572,2021-09-04T00:00:00Z,VANDALISMO,MEDIA,7162545
IS-4573,2022-09-03T00:00:00Z,VANDALISMO,ALTA,18389
IS-4574,2020-11-30T00:00:00Z,DANO ESTRUCTURAL,MEDIA,16701
IS-4575,2021-05-02T00:00:00Z,VANDALISMO,MEDIA,17808
IS-4576,2023-03-07T00:00:00Z,VANDALISMO,CRITICA,5213833
IS-4577,2020-05-07T00:00:00Z,VANDALISMO,CRITICA,16748
IS-4578,2021-03-13T00:00:00Z,ACCIDENTE,ALTA,18311
IS-4579,2021-09-17T00:00:00Z,VANDALISMO,MEDIA,7903120
IS-458,2022-05-10T00:00:00Z,CAIDA,BAJA,18291
IS-4580,2020-12-14T00:00:00Z,CAIDA,BAJA,17955
IS-4581,2021-08-15T00:00:00Z,ACCIDENTE,ALTA,17043
IS-4582,2023-08-06T00:00:00Z,DANO ESTRUCTURAL,MEDIA,52068
IS-4583,2024-03-04T00:00:00Z,ACCIDENTE,MEDIA,18178
IS-4584,2020-04-12T00:00:00Z,CAIDA,ALTA,16839
IS-4585,2020-08-02T00:00:00Z,CAIDA,MEDIA,5220798
IS-4586,2021-01-25T00:00:00Z,DANO ESTRUCTURAL,MEDIA,17493
IS-4587,2021-06-16T00:00:00Z,CAIDA,CRITICA,7943797
IS-4588,2021-12-11T00:00:00Z,ACCIDENTE,ALTA,52208
IS-4589,2021-01-31T00:00:00Z,ROBO,MEDIA,7125619
IS-459,2022-02-16T00:00:00Z,CAIDA,BAJA,18009
IS-4590,2021-12-27T00:00:00Z,ACCIDENTE,MEDIA,52163
IS-4591,2024-08-27T00:00:00Z,ACCIDENTE,ALTA,17940
IS-4592,2023-08-03T00:00:00Z,ACCIDENTE,BAJA,17315
IS-4593,2023-11-28T00:00:00Z,DANO ESTRUCTURAL,ALTA,3573331
IS-4594,2023-04-28T00:00:00Z,CAIDA,MEDIA,16659
IS-4595,2024-09-20T00:00:00Z,DANO ESTRUCTURAL,MEDIA,52213
IS-4596,2021-10-26T00:00:00Z,DANO ESTRUCTURAL,BAJA,4730869
IS-4597,2022-11-27T00:00:00Z,ROBO,MEDIA,18551
IS-4598,2023-04-17T00:00:00Z,CAIDA,MEDIA,3569191
IS-4599,2020-12-11T00:00:00Z,ACCIDENTE,CRITICA,8799942
IS-46,2022-05-17T00:00:00Z,CAIDA,CRITICA,18492
IS-460,2021-01-24T00:00:00Z,CAIDA,CRITICA,17421
IS-4600,2019-02-12T00:00:00Z,VANDALISMO,BAJA,7943813
IS-4601,2022-05-10T00:00:00Z,ACCIDENTE,ALTA,5158912
IS-4602,2022-04-10T00:00:00Z,VANDALISMO,MEDIA,5241180
IS-4603,2021-08-05T00:00:00Z,VANDALISMO,ALTA,17523
IS-4604,2023-09-10T00:00:00Z,VANDALISMO,ALTA,17445
IS-4605,2021-01-02T00:00:00Z,CAIDA,ALTA,17876
IS-4606,2022-01-20T00:00:00Z,CAIDA,BAJA,16687
IS-4607,2023-04-19T00:00:00Z,CAIDA,ALTA,52227
IS-4608,2022-01-30T00:00:00Z,CAIDA,ALTA,17511
IS-4609,2023-07-10T00:00:00Z,CAIDA,CRITICA,17164
IS-461,2023-09-01T00:00:00Z,VANDALISMO,CRITICA,17258
IS-4610,2023-09-19T00:00:00Z,ROBO,CRITICA,16946
IS-4611,2024-07-17T00:00:00Z,ACCIDENTE,CRITICA,7862164
IS-4612,2023-05-23T00:00:00Z,CAIDA,ALTA,17695
IS-4613,2020-10-19T00:00:00Z,ACCIDENTE,CRITICA,17564
IS-4614,2021-06-14T00:00:00Z,CAIDA,BAJA,5654025
IS-4615,2021-05-09T00:00:00Z,DANO ESTRUCTURAL,BAJA,7248199
IS-4616,2024-10-10T00:00:00Z,CAIDA,MEDIA,17494
IS-4617,2024-08-19T00:00:00Z,VANDALISMO,ALTA,5240282
IS-4618,2022-10-24T00:00:00Z,DANO ESTRUCTURAL,ALTA,17864
IS-4619,2023-12-11T00:00:00Z,VANDALISMO,ALTA,18189
IS-462,2021-08-01T00:00:00Z,VANDALISMO,ALTA,17674
IS-4620,2024-09-12T00:00:00Z,ROBO,BAJA,9049653
IS-4621,2023-07-13T00:00:00Z,DANO ESTRUCTURAL,MEDIA,17152
IS-4622,2023-04-26T00:00:00Z,DANO ESTRUCTURAL,ALTA,17446
IS-4623,2021-01-21T00:00:00Z,ACCIDENTE,MEDIA,17453
IS-4624,2022-08-15T00:00:00Z,CAIDA,ALTA,5653901
IS-4625,2023-11-12T00:00:00Z,VANDALISMO,MEDIA,7928105
IS-4626,2021-08-28T00:00:00Z,CAIDA,CRITICA,17552
IS-4627,2020-09-17T00:00:00Z,CAIDA,MEDIA,18630
IS-4628,2019-11-24T00:00:00Z,CAIDA,CRITICA,17579
IS-4629,2021-01-03T00:00:00Z,DANO ESTRUCTURAL,MEDIA,18610
IS-463,2022-10-15T00:00:00Z,DANO ESTRUCTURAL,MEDIA,5240286
IS-4630,2021-10-27T00:00:00Z,ACCIDENTE,BAJA,18035
IS-4631,2022-03-23T00:00:00Z,ROBO,CRITICA,18198
IS-4632,2020-08-09T00:00:00Z,DANO ESTRUCTURAL,MEDIA,17300
IS-4633,2022-12-17T00:00:00Z,ROBO,BAJA,3530623
IS-4634,2023-02-16T00:00:00Z,CAIDA,CRITICA,17892
IS-4635,2024-04-04T00:00:00Z,DANO ESTRUCTURAL,ALTA,17727
IS-4636,2021-05-23T00:00:00Z,DANO ESTRUCTURAL,MEDIA,18487
IS-4637,2020-04-09T00:00:00Z,DANO ESTRUCTURAL,MEDIA,7927289
IS-4638,2023-02-04T00:00:00Z,VANDALISMO,CRITICA,17133
IS-4639,2022-04-03T00:00:00Z,VANDALISMO,BAJA,7248199
IS-464,2021-08-21T00:00:00Z,CAIDA,ALTA,18325
IS-4640,2024-03-16T00:00:00Z,VANDALISMO,BAJA,8799632
IS-4641,2022-02-15T00:00:00Z,ROBO,CRITICA,16750
IS-4642,2021-01-05T00:00:00Z,CAIDA,MEDIA,3568306
IS-4643,2021-03-07T00:00:00Z,DANO ESTRUCTURAL,BAJA,17763
IS-4644,2024-05-19T00:00:00Z,ROBO,MEDIA,3991194
IS-4645,2024-10-01T00:00:00Z,CAIDA,ALTA,18140
IS-4646,2022-11-04T00:00:00Z,ROBO,BAJA,5220798
IS-4647,2023-04-01T00:00:00Z,ROBO,CRITICA,18229
IS-4648,2023-10-30T00:00:00Z,VANDALISMO,CRITICA,17965
IS-4649,2020-06-22T00:00:00Z,VANDALISMO,ALTA,18375
IS-465,2022-07-12T00:00:00Z,DANO ESTRUCTURAL,ALTA,17193
IS-4650,2022-03-01T00:00:00Z,DANO ESTRUCTURAL,CRITICA,52070
IS-4651,2020-06-19T00:00:00Z,ROBO,ALTA,18325
IS-4652,2020-07-11T00:00:00Z,ACCIDENTE,BAJA,18134
IS-4653,2020-10-05T00:00:00Z,VANDALISMO,MEDIA,18284
IS-4654,2023-02-14T00:00:00Z,ACCIDENTE,MEDIA,17892
IS-4655,2021-04-13T00:00:00Z,CAIDA,CRITICA,17459
IS-4656,2022-12-24T00:00:00Z,ROBO,BAJA,52065
IS-4657,2022-03-07T00:00:00Z,VANDALISMO,ALTA,17308
IS-4658,2020-12-17T00:00:00Z,DANO ESTRUCTURAL,BAJA,5241179
IS-4659,2022-01-07T00:00:00Z,ACCIDENTE,BAJA,18381
IS-466,2024-02-01T00:00:00Z,ROBO,BAJA,4987160
IS-4660,2020-02-09T00:00:00Z,ACCIDENTE,MEDIA,52085
IS-4661,2021-03-19T00:00:00Z,VANDALISMO,CRITICA,16960
IS-4662,2020-10-29T00:00:00Z,DANO ESTRUCTURAL,CRITICA,17682
IS-4663,2023-08-31T00:00:00Z,ROBO,MEDIA,5237112
IS-4664,2024-02-16T00:00:00Z,VANDALISMO,ALTA,16843
IS-4665,2024-02-12T00:00:00Z,ROBO,ALTA,16832
IS-4666,2023-08-16T00:00:00Z,CAIDA,BAJA,18140
IS-4667,2024-08-27T00:00:00Z,ROBO,BAJA,18034
IS-4668,2023-07-23T00:00:00Z,CAIDA,BAJA,17610
IS-4669,2022-12-02T00:00:00Z,VANDALISMO,BAJA,17610
IS-467,2023-05-13T00:00:00Z,VANDALISMO,BAJA,17589
IS-4670,2021-10-16T00:00:00Z,DANO ESTRUCTURAL,MEDIA,7943797
IS-4671,2022-03-01T00:00:00Z,ROBO,CRITICA,9438309
IS-4672,2019-12-25T00:00:00Z,VANDALISMO,CRITICA,18137
IS-4673,2020-05-14T00:00:00Z,CAIDA,BAJA,52216
IS-4674,2023-12-15T00:00:00Z,VANDALISMO,ALTA,52078
IS-4675,2021-02-03T00:00:00Z,VANDALISMO,MEDIA,17103
IS-4676,2022-06-23T00:00:00Z,VANDALISMO,ALTA,52061
IS-4677,2024-03-03T00:00:00Z,DANO ESTRUCTURAL,MEDIA,17842
IS-4678,2022-01-20T00:00:00Z,ROBO,CRITICA,8909085
IS-4679,2021-04-09T00:00:00Z,ROBO,ALTA,3991213
IS-468,2022-11-09T00:00:00Z,CAIDA,BAJA,17997
IS-4680,2024-09-01T00:00:00Z,VANDALISMO,MEDIA,16946
IS-4681,2020-07-12T00:00:00Z,CAIDA,MEDIA,9187536
IS-4682,2020-04-02T00:00:00Z,VANDALISMO,ALTA,18139
IS-4683,2022-12-18T00:00:00Z,VANDALISMO,CRITICA,17879
IS-4684,2023-03-13T00:00:00Z,ROBO,ALTA,17143
IS-4685,2020-01-30T00:00:00Z,VANDALISMO,BAJA,17176
IS-4686,2022-04-11T00:00:00Z,CAIDA,MEDIA,16701
IS-4687,2023-07-11T00:00:00Z,ROBO,BAJA,17315
IS-4688,2021-01-06T00:00:00Z,VANDALISMO,ALTA,17372
IS-4689,2021-03-06T00:00:00Z,ACCIDENTE,MEDIA,5219515
IS-469,2021-02-27T00:00:00Z,CAIDA,MEDIA,18203
IS-4690,2024-08-24T00:00:00Z,ACCIDENTE,BAJA,18617
IS-4691,2022-09-29T00:00:00Z,ACCIDENTE,BAJA,8914012
IS-4692,2020-01-11T00:00:00Z,ACCIDENTE,MEDIA,17853
IS-4693,2021-05-04T00:00:00Z,DANO ESTRUCTURAL,BAJA,18003
IS-4694,2024-01-07T00:00:00Z,ROBO,CRITICA,18253
IS-4695,2022-11-25T00:00:00Z,DANO ESTRUCTURAL,BAJA,17199
IS-4696,2022-04-25T00:00:00Z,ROBO,MEDIA,17596
IS-4697,2022-03-31T00:00:00Z,ROBO,ALTA,451584
IS-4698,2020-12-25T00:00:00Z,DANO ESTRUCTURAL,CRITICA,52144
IS-4699,2022-06-20T00:00:00Z,DANO ESTRUCTURAL,MEDIA,17015
IS-47,2021-04-11T00:00:00Z,ROBO,MEDIA,17123
IS-470,2023-05-31T00:00:00Z,DANO ESTRUCTURAL,CRITICA,17561
IS-4700,2020-07-31T00:00:00Z,DANO ESTRUCTURAL,ALTA,7591499
IS-4701,2021-01-23T00:00:00Z,CAIDA,ALTA,17578
IS-4702,2023-07-27T00:00:00Z,VANDALISMO,CRITICA,18515
IS-4703,2020-12-28T00:00:00Z,ROBO,BAJA,18105
IS-4704,2020-02-06T00:00:00Z,ACCIDENTE,BAJA,3573052
IS-4705,2019-12-11T00:00:00Z,ACCIDENTE,CRITICA,18082
IS-4706,2024-05-15T00:00:00Z,ROBO,CRITICA,8907324
IS-4707,2020-02-16T00:00:00Z,VANDALISMO,MEDIA,7764194
IS-4708,2019-10-20T00:00:00Z,ROBO,ALTA,18631
IS-4709,2023-09-19T00:00:00Z,ACCIDENTE,CRITICA,18061
IS-471,2020-12-25T00:00:00Z,CAIDA,BAJA,17949
IS-4710,2021-02-25T00:00:00Z,ACCIDENTE,ALTA,17009
IS-4711,2020-06-09T00:00:00Z,VANDALISMO,MEDIA,17490
IS-4712,2020-03-28T00:00:00Z,DANO ESTRUCTURAL,CRITICA,17130
IS-4713,2024-04-27T00:00:00Z,VANDALISMO,BAJA,18551
IS-4714,2021-07-03T00:00:00Z,ROBO,ALTA,17090
IS-4715,2020-07-23T00:00:00Z,DANO ESTRUCTURAL,CRITICA,4985689
IS-4716,2022-03-21T00:00:00Z,ACCIDENTE,BAJA,16854
IS-4717,2024-06-26T00:00:00Z,ACCIDENTE,ALTA,18396
IS-4718,2022-10-27T00:00:00Z,VANDALISMO,CRITICA,52184
IS-4719,2020-02-23T00:00:00Z,ACCIDENTE,MEDIA,9046351
IS-472,2020-08-31T00:00:00Z,DANO ESTRUCTURAL,ALTA,8799553
IS-4720,2021-09-06T00:00:00Z,VANDALISMO,BAJA,52168
IS-4721,2024-01-20T00:00:00Z,DANO ESTRUCTURAL,MEDIA,17667
IS-4722,2023-04-20T00:00:00Z,ROBO,CRITICA,18017
IS-4723,2021-07-26T00:00:00Z,DANO ESTRUCTURAL,BAJA,18487
IS-4724,2022-01-30T00:00:00Z,ROBO,CRITICA,17429
IS-4725,2024-03-05T00:00:00Z,DANO ESTRUCTURAL,CRITICA,5240327
IS-4726,2021-01-07T00:00:00Z,ROBO,MEDIA,7943813
IS-4727,2024-03-19T00:00:00Z,ACCIDENTE,BAJA,8799638
IS-4728,2023-03-07T00:00:00Z,ROBO,CRITICA,17377
IS-4729,2021-08-19T00:00:00Z,DANO ESTRUCTURAL,ALTA,18557
IS-473,2022-03-07T00:00:00Z,CAIDA,BAJA,16998
IS-4730,2019-11-16T00:00:00Z,CAIDA,BAJA,17814
IS-4731,2022-08-13T00:00:00Z,ACCIDENTE,BAJA,18518
IS-4732,2024-10-05T00:00:00Z,VANDALISMO,CRITICA,5173859
IS-4733,2024-06-04T00:00:00Z,CAIDA,CRITICA,18599
IS-4734,2023-04-30T00:00:00Z,VANDALISMO,ALTA,17441
IS-4735,2022-03-19T00:00:00Z,DANO ESTRUCTURAL,CRITICA,17019
IS-4736,2021-08-21T00:00:00Z,ROBO,CRITICA,18002
IS-4737,2021-04-13T00:00:00Z,ACCIDENTE,MEDIA,17040
IS-4738,2020-08-31T00:00:00Z,ACCIDENTE,BAJA,17565
IS-4739,2022-08-09T00:00:00Z,ROBO,CRITICA,17154
IS-474,2023-09-10T00:00:00Z,ROBO,ALTA,18598
IS-4740,2023-08-22T00:00:00Z,CAIDA,ALTA,17093
IS-4741,2023-12-21T00:00:00Z,DANO ESTRUCTURAL,MEDIA,52157
IS-4742,2023-11-30T00:00:00Z,DANO ESTRUCTURAL,ALTA,18430
IS-4743,2024-10-04T00:00:00Z,ROBO,MEDIA,16899
IS-4744,2021-05-02T00:00:00Z,VANDALISMO,ALTA,18560
IS-4745,2021-10-21T00:00:00Z,DANO ESTRUCTURAL,CRITICA,17065
IS-4746,2019-10-18T00:00:00Z,DANO ESTRUCTURAL,MEDIA,16811
IS-4747,2022-06-17T00:00:00Z,CAIDA,BAJA,17646
IS-4748,2023-05-21T00:00:00Z,ACCIDENTE,ALTA,8799552
IS-4749,2024-04-04T00:00:00Z,ACCIDENTE,CRITICA,17926
IS-475,2020-07-29T00:00:00Z,DANO ESTRUCTURAL,CRITICA,17977
IS-4750,2020-01-22T00:00:00Z,ROBO,MEDIA,17553
IS-4751,2022-10-08T00:00:00Z,DANO ESTRUCTURAL,BAJA,18286
IS-4752,2023-07-16T00:00:00Z,ROBO,ALTA,5220866
IS-4753,2022-03-22T00:00:00Z,VANDALISMO,MEDIA,17363
IS-4754,2022-08-02T00:00:00Z,CAIDA,ALTA,17841
IS-4755,2021-06-26T00:00:00Z,VANDALISMO,CRITICA,17871
IS-4756,2023-11-28T00:00:00Z,DANO ESTRUCTURAL,BAJA,17326
IS-4757,2022-09-16T00:00:00Z,ACCIDENTE,MEDIA,17142
IS-4758,2022-08-03T00:00:00Z,ROBO,MEDIA,17687
IS-4759,2021-11-26T00:00:00Z,CAIDA,ALTA,17921
IS-476,2022-03-30T00:00:00Z,CAIDA,BAJA,5166868
IS-4760,2020-11-17T00:00:00Z,ROBO,CRITICA,17806
IS-4761,2024-01-02T00:00:00Z,VANDALISMO,MEDIA,17195
IS-4762,2024-09-06T00:00:00Z,CAIDA,MEDIA,6779455
IS-4763,2022-07-24T00:00:00Z,VANDALISMO,MEDIA,18334
IS-4764,2019-11-23T00:00:00Z,VANDALISMO,ALTA,18019
IS-4765,2024-02-03T00:00:00Z,CAIDA,BAJA,17803
IS-4766,2021-03-11T00:00:00Z,ROBO,MEDIA,18331
IS-4767,2021-10-11T00:00:00Z,CAIDA,MEDIA,17761
IS-4768,2022-07-18T00:00:00Z,ROBO,ALTA,17207
IS-4769,2020-03-23T00:00:00Z,CAIDA,CRITICA,7613585
IS-477,2020-02-25T00:00:00Z,CAIDA,BAJA,17141
IS-4770,2022-03-05T00:00:00Z,ACCIDENTE,ALTA,17514
IS-4771,2021-08-17T00:00:00Z,ROBO,ALTA,4749898
IS-4772,2019-10-19T00:00:00Z,CAIDA,BAJA,17491
IS-4773,2023-08-20T00:00:00Z,ACCIDENTE,CRITICA,7074605
IS-4774,2021-11-14T00:00:00Z,ROBO,BAJA,16884
IS-4775,2023-04-21T00:00:00Z,DANO ESTRUCTURAL,CRITICA,17148
IS-4776,2020-02-13T00:00:00Z,ROBO,BAJA,16668
IS-4777,2019-04-12T00:00:00Z,CAIDA,BAJA,18133
IS-4778,2022-02-01T00:00:00Z,VANDALISMO,CRITICA,9348753
IS-4779,2023-01-28T00:00:00Z,ACCIDENTE,MEDIA,17627
IS-478,2021-09-27T00:00:00Z,ROBO,ALTA,17688
IS-4780,2023-03-17T00:00:00Z,VANDALISMO,BAJA,18179
IS-4781,2024-06-22T00:00:00Z,ROBO,CRITICA,18433
IS-4782,2023-07-04T00:00:00Z,VANDALISMO,ALTA,4795654
IS-4783,2022-11-29T00:00:00Z,DANO ESTRUCTURAL,CRITICA,17858
IS-4784,2021-10-07T00:00:00Z,DANO ESTRUCTURAL,BAJA,17830
IS-4785,2022-10-07T00:00:00Z,CAIDA,CRITICA,5240287
IS-4786,2023-07-16T00:00:00Z,CAIDA,MEDIA,16931
IS-4787,2023-03-22T00:00:00Z,DANO ESTRUCTURAL,MEDIA,17743
IS-4788,2023-09-07T00:00:00Z,ACCIDENTE,CRITICA,16672
IS-4789,2023-12-29T00:00:00Z,ACCIDENTE,MEDIA,18025
IS-479,2023-10-28T00:00:00Z,VANDALISMO,CRITICA,17491
IS-4790,2021-01-07T00:00:00Z,DANO ESTRUCTURAL,BAJA,4730844
IS-4791,2021-12-18T00:00:00Z,CAIDA,ALTA,52194
IS-4792,2021-11-27T00:00:00Z,DANO ESTRUCTURAL,BAJA,18432
IS-4793,2023-04-06T00:00:00Z,VANDALISMO,CRITICA,16769
IS-4794,2019-10-21T00:00:00Z,ACCIDENTE,BAJA,17140
IS-4795,2021-04-08T00:00:00Z,DANO ESTRUCTURAL,CRITICA,17043
IS-4796,2023-08-05T00:00:00Z,ROBO,CRITICA,18593
IS-4797,2020-05-16T00:00:00Z,ACCIDENTE,CRITICA,5240107
IS-4798,2023-03-08T00:00:00Z,ROBO,MEDIA,16680
IS-4799,2023-05-16T00:00:00Z,DANO ESTRUCTURAL,BAJA,16736
IS-48,2021-10-08T00:00:00Z,CAIDA,ALTA,8799950
IS-480,2024-02-08T00:00:00Z,CAIDA,MEDIA,17007
IS-4800,2021-11-22T00:00:00Z,CAIDA,BAJA,16820
IS-4801,2021-09-10T00:00:00Z,VANDALISMO,ALTA,9494172
IS-4802,2022-11-10T00:00:00Z,DANO ESTRUCTURAL,MEDIA,3573015
IS-4803,2021-01-07T00:00:00Z,ACCIDENTE,MEDIA,18318
IS-4804,2024-06-12T00:00:00Z,CAIDA,ALTA,16910
IS-4805,2020-03-17T00:00:00Z,ROBO,ALTA,5654012
IS-4806,2022-02-28T00:00:00Z,VANDALISMO,ALTA,52213
IS-4807,2020-04-05T00:00:00Z,ROBO,CRITICA,17405
IS-4808,2021-05-15T00:00:00Z,CAIDA,BAJA,9049658
IS-4809,2024-08-08T00:00:00Z,DANO ESTRUCTURAL,CRITICA,52185
IS-481,2021-02-02T00:00:00Z,VANDALISMO,CRITICA,18557
IS-4810,2019-12-15T00:00:00Z,VANDALISMO,MEDIA,17158
IS-4811,2020-11-12T00:00:00Z,VANDALISMO,MEDIA,9049652
IS-4812,2021-01-15T00:00:00Z,DANO ESTRUCTURAL,BAJA,18228
IS-4813,2024-09-30T00:00:00Z,CAIDA,MEDIA,8799638
IS-4814,2024-03-10T00:00:00Z,ROBO,BAJA,7168553
IS-4815,2022-02-18T00:00:00Z,VANDALISMO,MEDIA,16929
IS-4816,2024-03-21T00:00:00Z,ROBO,BAJA,18205
IS-4817,2019-10-19T00:00:00Z,VANDALISMO,BAJA,16748
IS-4818,2024-07-19T00:00:00Z,ROBO,ALTA,18552
IS-4819,2020-10-11T00:00:00Z,CAIDA,CRITICA,7838818
IS-482,2022-01-31T00:00:00Z,CAIDA,MEDIA,52123
IS-4820,2022-10-01T00:00:00Z,ACCIDENTE,ALTA,17723
IS-4821,2020-04-01T00:00:00Z,ACCIDENTE,ALTA,16964
IS-4822,2023-03-05T00:00:00Z,ROBO,BAJA,17473
IS-4823,2023-10-07T00:00:00Z,ACCIDENTE,ALTA,16846
IS-4824,2021-07-01T00:00:00Z,ACCIDENTE,ALTA,8775331
IS-4825,2023-04-13T00:00:00Z,ROBO,BAJA,5107830
IS-4826,2024-11-05T00:00:00Z,VANDALISMO,ALTA,17281
IS-4827,2024-01-11T00:00:00Z,DANO ESTRUCTURAL,MEDIA,17927
IS-4828,2022-09-16T00:00:00Z,CAIDA,MEDIA,17699
IS-4829,2021-09-13T00:00:00Z,VANDALISMO,CRITICA,52231
IS-483,2022-12-14T00:00:00Z,CAIDA,BAJA,8941726
IS-4830,2023-02-24T00:00:00Z,VANDALISMO,ALTA,17970
IS-4831,2021-12-17T00:00:00Z,DANO ESTRUCTURAL,MEDIA,17555
IS-4832,2024-09-05T00:00:00Z,CAIDA,CRITICA,18548
IS-4833,2023-08-31T00:00:00Z,ROBO,MEDIA,17976
IS-4834,2023-04-29T00:00:00Z,ACCIDENTE,BAJA,3990963
IS-4835,2021-11-20T00:00:00Z,CAIDA,MEDIA,17626
IS-4836,2023-05-09T00:00:00Z,VANDALISMO,BAJA,5241176
IS-4837,2023-03-19T00:00:00Z,CAIDA,MEDIA,4745667
IS-4838,2024-01-17T00:00:00Z,ACCIDENTE,CRITICA,17052
IS-4839,2020-12-21T00:00:00Z,DANO ESTRUCTURAL,CRITICA,17785
IS-484,2022-07-20T00:00:00Z,CAIDA,MEDIA,18527
IS-4840,2021-10-10T00:00:00Z,VANDALISMO,BAJA,17178
IS-4841,2022-01-06T00:00:00Z,CAIDA,BAJA,52111
IS-4842,2022-11-10T00:00:00Z,DANO ESTRUCTURAL,ALTA,17756
IS-4843,2023-01-10T00:00:00Z,DANO ESTRUCTURAL,ALTA,16856
IS-4844,2022-11-08T00:00:00Z,ACCIDENTE,CRITICA,17791
IS-4845,2023-07-28T00:00:00Z,ROBO,MEDIA,16761
IS-4846,2023-06-09T00:00:00Z,ROBO,BAJA,52131
IS-4847,2020-03-22T00:00:00Z,ACCIDENTE,ALTA,17242
IS-4848,2024-07-02T00:00:00Z,ROBO,BAJA,3576089
IS-4849,2024-08-13T00:00:00Z,ACCIDENTE,CRITICA,17668
IS-485,2020-07-27T00:00:00Z,ROBO,MEDIA,17037
IS-4850,2021-03-22T00:00:00Z,DANO ESTRUCTURAL,CRITICA,5653965
IS-4851,2021-08-12T00:00:00Z,DANO ESTRUCTURAL,MEDIA,4704508
IS-4852,2021-07-18T00:00:00Z,CAIDA,CRITICA,17554
IS-4853,2022-04-16T00:00:00Z,ACCIDENTE,ALTA,5241169
IS-4854,2024-07-08T00:00:00Z,ROBO,MEDIA,18250
IS-4855,2024-09-27T00:00:00Z,VANDALISMO,ALTA,17423
IS-4856,2020-08-17T00:00:00Z,ROBO,BAJA,18533
IS-4857,2023-05-16T00:00:00Z,VANDALISMO,CRITICA,8799551
IS-4858,2022-08-01T00:00:00Z,ROBO,CRITICA,5653960
IS-4859,2024-12-03T00:00:00Z,VANDALISMO,CRITICA,16966
IS-486,2020-07-04T00:00:00Z,ACCIDENTE,ALTA,18168
IS-4860,2023-03-07T00:00:00Z,ACCIDENTE,ALTA,17448
IS-4861,2021-04-07T00:00:00Z,CAIDA,BAJA,7903107
IS-4862,2021-07-25T00:00:00Z,DANO ESTRUCTURAL,MEDIA,18275
IS-4863,2021-03-03T00:00:00Z,VANDALISMO,CRITICA,18287
IS-4864,2022-10-08T00:00:00Z,DANO ESTRUCTURAL,MEDIA,18197
IS-4865,2020-10-13T00:00:00Z,CAIDA,ALTA,17690
IS-4866,2022-03-13T00:00:00Z,ACCIDENTE,MEDIA,17764
IS-4867,2020-03-29T00:00:00Z,CAIDA,CRITICA,7861611
IS-4868,2021-03-01T00:00:00Z,DANO ESTRUCTURAL,CRITICA,8799532
IS-4869,2022-12-22T00:00:00Z,ACCIDENTE,BAJA,17549
IS-487,2020-06-30T00:00:00Z,ROBO,BAJA,4737820
IS-4870,2023-06-16T00:00:00Z,VANDALISMO,BAJA,16998
IS-4871,2024-01-18T00:00:00Z,ACCIDENTE,BAJA,8799532
IS-4872,2023-04-13T00:00:00Z,ROBO,MEDIA,17360
IS-4873,2023-04-20T00:00:00Z,VANDALISMO,MEDIA,4730886
IS-4874,2020-02-14T00:00:00Z,ROBO,BAJA,17815
IS-4875,2021-03-20T00:00:00Z,CAIDA,CRITICA,6905562
IS-4876,2024-05-15T00:00:00Z,ACCIDENTE,BAJA,16956
IS-4877,2021-01-10T00:00:00Z,DANO ESTRUCTURAL,CRITICA,17727
IS-4878,2023-09-21T00:00:00Z,DANO ESTRUCTURAL,CRITICA,18529
IS-4879,2019-04-12T00:00:00Z,VANDALISMO,CRITICA,17276
IS-488,2021-08-29T00:00:00Z,CAIDA,ALTA,5241176
IS-4880,2024-02-10T00:00:00Z,VANDALISMO,CRITICA,17484
IS-4881,2020-10-08T00:00:00Z,CAIDA,ALTA,17791
IS-4882,2020-02-17T00:00:00Z,CAIDA,BAJA,52160
IS-4883,2022-09-05T00:00:00Z,CAIDA,ALTA,18462
IS-4884,2020-11-25T00:00:00Z,CAIDA,MEDIA,18605
IS-4885,2021-03-03T00:00:00Z,CAIDA,BAJA,17362
IS-4886,2021-12-30T00:00:00Z,ROBO,MEDIA,7165658
IS-4887,2024-07-07T00:00:00Z,ROBO,ALTA,18324
IS-4888,2022-10-27T00:00:00Z,CAIDA,BAJA,18145
IS-4889,2021-07-25T00:00:00Z,ACCIDENTE,BAJA,18229
IS-489,2020-04-14T00:00:00Z,CAIDA,CRITICA,5653960
IS-4890,2021-05-25T00:00:00Z,CAIDA,MEDIA,52210
IS-4891,2024-06-20T00:00:00Z,ROBO,ALTA,18108
IS-4892,2022-02-05T00:00:00Z,ACCIDENTE,MEDIA,461341
IS-4893,2020-10-09T00:00:00Z,ROBO,ALTA,18083
IS-4894,2020-01-28T00:00:00Z,ACCIDENTE,ALTA,17776
IS-4895,2020-11-09T00:00:00Z,DANO ESTRUCTURAL,MEDIA,4737855
IS-4896,2020-05-12T00:00:00Z,ACCIDENTE,BAJA,9049654
IS-4897,2021-10-19T00:00:00Z,DANO ESTRUCTURAL,CRITICA,18157
IS-4898,2023-04-02T00:00:00Z,VANDALISMO,MEDIA,17144
IS-4899,2023-04-18T00:00:00Z,DANO ESTRUCTURAL,CRITICA,17862
