ID,FECHA_REPORTE,TIPO_INCIDENTE,GRAVEDAD,AreaRecreativaID
3853,2024-08-27,Robo,Media,16847
3854,2023/08/16,Vandalismo,Alta,3573054
3855,2021/08/02,Caída,Alta,52208
3856,2022/06/26,Daño estructural,Alta,17381
3857,29-03-2020,Vándálísmó,Crítica,18123
3858,25/06/2022,Daño estructural,Baja,9049658
3859,2023-03-15,Robo,Media,52045
3860,30-05-2022,Caída,Baja,451353
3861,06-12-2020,Accidente,Crítica,16725
3862,2022-05-11,Accidente,Crítica,5178801
3863,2024/08/31,Caída,Crítica,3990960
3864,2019-12-16,Accidente,Crítica,18461
3865,07-01-2021,Dáñó éstrúctúrál,Crítica,5240112
3866,09-01-2020,Vandalismo,Crítica,17815
3867,2023/12/22,Caída,Baja,18635
3868,12-09-2021,Dáñó éstrúctúrál,Baja,3990960
3869,2024-06-13,Vandalismo,Baja,17782
3870,2020/09/13,Daño estructural,Alta,17821
3871,04-09-2022,Accídénté,Media,17877
3872,11/11/2021,Accidente,Crítica,6819612
3873,2022/09/22,Vandalismo,Baja,5240288
3874,08-12-2021,Robo,Crítica,18083
3875,30-06-2023,Dáñó éstrúctúrál,Alta,17820
3876,2021/11/14,Robo,Media,17090
3877,01-02-2021,Daño estructural,Media,5158861
3878,10-25-2023,Cáídá,Baja,17399
3879,05-09-2020,Vandalismo,Baja,18494
3880,05/07/2021,Vandalismo,Crítica,17545
3881,20-09-2024,Vandalismo,Baja,16933
3882,03-28-2021,Caída,Baja,17475
3883,22-11-2020,Daño estructural,Crítica,52902
3884,22/11/2023,Caída,Alta,5237132
3885,03-30-2020,Róbó,Media,452347
3886,01-25-2020,Robo,Media,17564
3887,2021-05-22,Caída,Alta,16831
3888,21-08-2023,Daño estructural,Crítica,17522
3889,26-08-2022,Accidente,Crítica,17708
3890,15/09/2020,Róbó,Media,17522
3891,08-27-2022,Accídénté,Crítica,17082
3892,10-28-2021,Vandalismo,Baja,18170
3893,01-16-2023,Vandalismo,Media,17151
3894,01/10/2022,Daño estructural,Baja,17347
3895,2024-05-14,Caída,Crítica,8775334
3896,2020-01-18,Robo,Crítica,17851
3897,01-24-2024,Robo,Crítica,8914015
3898,02-18-2020,Caída,Baja,17317
3899,12-29-2020,Daño estructural,Baja,17074
3900,13-05-2024,Accídénté,Alta,17105
3901,04-03-2021,Robo,Baja,17017
3902,03-19-2020,Vándálísmó,Media,18083
3903,2022/08/11,Daño estructural,Crítica,18485
3904,07-27-2023,Caída,Alta,18551
3905,29/05/2021,Daño estructural,Alta,16977
3906,06-08-2023,Accidente,Alta,18454
3907,28/03/2021,Vandalismo,Alta,16692
3908,2022/07/12,Dáñó éstrúctúrál,Alta,17564
3909,07-28-2023,Robo,Media,7862164
3910,2023/12/23,Vandalismo,Media,3573332
3911,2021/07/03,Vandalismo,Baja,5892353
3912,06-04-2022,Dáñó éstrúctúrál,Media,4731667
3913,2023/01/16,Accidente,Media,17582
3914,26-03-2022,Róbó,Media,17575
3915,12-01-2023,Caída,Crítica,18326
3916,14-10-2022,Caída,Media,17533
3917,2024/01/22,Dáñó éstrúctúrál,Alta,17571
3918,2023/07/18,Vandalismo,Baja,16741
3919,05/12/2023,Róbó,Baja,52060
3920,10-14-2023,Vandalismo,Crítica,17477
3921,2023-10-20,Daño estructural,Alta,18512
3922,17-04-2023,Caída,Media,16911
3923,20-01-2024,Vándálísmó,Alta,16712
3924,23/06/2021,Vándálísmó,Media,16660
3925,2019/12/31,Accídénté,Media,9046724
3926,15/05/2020,Vandalismo,Media,16854
3927,2021/02/07,Caída,Media,16707
3928,15/12/2020,Vándálísmó,Media,18094
3929,09-05-2021,Vándálísmó,Alta,5068873
3930,24/02/2021,Caída,Crítica,18477
3931,20-07-2024,Robo,Crítica,5201907
3932,12-24-2023,Dáñó éstrúctúrál,Media,17829
3933,03-10-2024,Accidente,Alta,16839
3934,08-31-2021,Cáídá,Alta,18517
3935,2023-02-25,Robo,Media,8909088
3936,2024-10-05,Robo,Baja,16665
3937,09/05/2024,Robo,Crítica,17124
3938,2022/10/17,Robo,Crítica,17435
3939,2024-02-02,Caída,Baja,18071
3940,2024-08-22,Daño estructural,Alta,8775334
3941,2024/01/31,Accidente,Baja,18423
3942,2023-12-24,Vandalismo,Alta,18236
3943,2023-01-30,Vándálísmó,Crítica,17186
3944,2022-07-20,Vandalismo,Baja,3573350
3945,2020/07/04,Accidente,Media,18468
3946,01-30-2024,Caída,Alta,18130
3947,10-25-2023,Vandalismo,Crítica,17049
3948,21/12/2020,Robo,Crítica,9293991
3949,06-07-2022,Vándálísmó,Crítica,52190
3950,2021-01-17,Caída,Alta,17808
3951,04-15-2023,Robo,Media,17848
3952,2020/01/19,Accidente,Crítica,18282
3953,2024/07/12,Robo,Crítica,17138
3954,2022-08-27,Robo,Crítica,18294
3955,03-13-2023,Vándálísmó,Baja,17459
3956,2023-08-04,Cáídá,Media,17462
3957,30/10/2021,Caída,Alta,461341
3958,16/03/2020,Caída,Baja,18567
3959,2020/08/13,Caída,Crítica,17668
3960,05-04-2020,Robo,Alta,18225
3961,04-04-2021,Vandalismo,Alta,17852
3962,10-20-2023,Accidente,Baja,5174650
3963,30/04/2021,Robo,Baja,17095
3964,07-02-2022,Robo,Baja,52154
3965,09/10/2020,Vándálísmó,Crítica,8799547
3966,12-09-2024,Robo,Media,52107
3967,2024-02-08,Vandalismo,Baja,17218
3968,21/04/2024,Daño estructural,Alta,7126154
3969,12/02/2024,Caída,Baja,5071674
3970,12-14-2022,Caída,Baja,17114
3971,21-11-2019,Vandalismo,Crítica,17343
3972,03-09-2023,Vándálísmó,Crítica,17457
3973,16/04/2021,Daño estructural,Media,16777
3974,2019/11/22,Robo,Crítica,52191
3975,2021/01/28,Accídénté,Alta,7889423
3976,09-25-2023,Daño estructural,Crítica,18094
3977,25/09/2022,Caída,Media,52041
3978,2020/11/27,Vándálísmó,Baja,18039
3979,16-07-2023,Vándálísmó,Baja,16899
3980,04/02/2024,Vandalismo,Baja,16961
3981,10-08-2023,Daño estructural,Crítica,5241176
3982,10-23-2021,Róbó,Baja,52127
3983,30-09-2023,Accidente,Crítica,18115
3984,2022/05/28,Vandalismo,Crítica,18011
3985,19-08-2022,Vándálísmó,Crítica,52042
3986,29-08-2020,Robo,Crítica,6843085
3987,09/01/2023,Robo,Baja,17715
3988,19/04/2023,Daño estructural,Crítica,17428
3989,2022-05-21,Vandalismo,Media,18275
3990,15-05-2024,Vandalismo,Crítica,3576117
3991,2019/10/23,Daño estructural,Crítica,18148
3992,18/02/2022,Accidente,Alta,16907
3993,2020-05-22,Robo,Media,16918
3994,19/01/2022,Vandalismo,Alta,5010682
3995,2024-08-14,Accidente,Baja,17871
3996,03-07-2022,Caída,Alta,16917
3997,2022/08/22,Accidente,Alta,7144369
3998,25-06-2023,Robo,Media,18473
3999,2023-06-17,Robo,Baja,4985689
4000,18-08-2024,Vandalismo,Media,16837
4001,2022-04-04,Cáídá,Alta,17931
4002,27/12/2020,Cáídá,Alta,18146
4003,2024/02/06,Daño estructural,Crítica,17127
4004,11-03-2021,Robo,Media,18074
4005,01-13-2023,Dáñó éstrúctúrál,Crítica,18609
4006,08-20-2020,Vandalismo,Baja,18126
4007,07-07-2021,Robo,Media,4731656
4008,10-06-2024,Daño estructural,Crítica,52136
4009,10-01-2022,Robo,Crítica,18467
4010,16/09/2021,Robo,Alta,18500
4011,07-25-2023,Vandalismo,Crítica,9180738
4012,10-11-2023,Accidente,Alta,17158
4013,2024/08/23,Robo,Media,17857
4014,12-12-2020,Accídénté,Crítica,17010
4015,04-10-2020,Robo,Alta,9269361
4016,12-10-2021,Caída,Media,5220259
4017,31/03/2022,Robo,Baja,52212
4018,01-03-2022,Vandalismo,Media,3573049
4019,05-20-2021,Accidente,Baja,17312
4020,2020-03-18,Robo,Alta,4986142
4021,29/01/2020,Vandalismo,Baja,16723
4022,2023-03-03,Róbó,Baja,18056
4023,11-24-2021,Robo,Baja,5654018
4024,10-01-2023,Caída,Baja,17143
4025,22/03/2020,Robo,Crítica,16686
4026,2023-05-15,Robo,Crítica,17745
4027,11-03-2020,Robo,Media,16816
4028,14-01-2024,Caída,Alta,18055
4029,07-05-2024,Daño estructural,Media,18051
4030,05/04/2023,Accidente,Alta,18373
4031,2024/04/09,Róbó,Media,17133
4032,03/03/2024,Vandalismo,Crítica,17029
4033,01-01-2023,Robo,Baja,5241170
4034,2019/11/08,Accídénté,Baja,17007
4035,17-01-2023,Accídénté,Crítica,8927341
4036,19/02/2021,Robo,Baja,17679
4037,04-16-2021,Daño estructural,Alta,17707
4038,07-22-2022,Daño estructural,Baja,5272342
4039,13-05-2023,Róbó,Crítica,18186
4040,11-07-2022,Vandalismo,Baja,18273
4041,27-05-2021,Daño estructural,Alta,3991153
4042,02-20-2021,Caída,Media,17973
4043,25/10/2022,Daño estructural,Media,9494172
4044,08-11-2020,Accidente,Alta,17409
4045,2021-03-13,Caída,Baja,16978
4046,04-24-2023,Accidente,Crítica,17431
4047,31/05/2022,Daño estructural,Crítica,6819621
4048,23/08/2020,Caída,Media,18300
4049,21/01/2022,Daño estructural,Crítica,5653825
4050,2019-11-26,Caída,Alta,18528
4051,2019-11-08,Róbó,Baja,18428
4052,2022/08/17,Daño estructural,Baja,17514
4053,20/07/2024,Robo,Media,7928105
4054,03/06/2022,Vandalismo,Crítica,16958
4055,2022-05-24,Accidente,Baja,16892
4056,26-02-2022,Vandalismo,Crítica,52057
4057,12-11-2022,Cáídá,Crítica,16787
4058,25-01-2020,Róbó,Alta,17953
4059,20-05-2024,Cáídá,Media,52199
4060,2021/10/21,Accídénté,Media,6907760
4061,2020/02/14,Daño estructural,Media,16854
4062,2022-08-14,Robo,Crítica,17329
4063,09-12-2021,Caída,Alta,18563
4064,2022/01/27,Accidente,Crítica,18580
4065,22/11/2021,Robo,Alta,16678
4066,16-12-2021,Accídénté,Crítica,16870
4067,2021-10-15,Daño estructural,Crítica,18444
4068,26-01-2022,Vándálísmó,Media,18529
4069,04-19-2020,Dáñó éstrúctúrál,Media,9294501
4070,12-07-2022,Vandalismo,Baja,18275
4071,08-16-2024,Vándálísmó,Crítica,5109124
4072,2023-04-27,Vandalismo,Crítica,5237110
4073,10-09-2020,Vandalismo,Crítica,16983
4074,19/10/2020,Accidente,Media,18220
4075,14-04-2021,Caída,Baja,18334
4076,10-28-2020,Vándálísmó,Crítica,52061
4077,05-23-2024,Caída,Media,18494
4078,27/07/2021,Robo,Alta,17860
4079,2024/02/03,Vandalismo,Alta,18204
4080,11-09-2022,Accidente,Alta,18575
4081,18-07-2020,Robo,Crítica,6819611
4082,06-12-2021,Vandalismo,Crítica,17498
4083,2024/06/30,Accídénté,Baja,52191
4084,10-19-2022,Accidente,Media,18179
4085,2024-02-14,Caída,Media,17338
4086,06-06-2022,Caída,Baja,17994
4087,2024/09/13,Róbó,Crítica,18480
4088,08-28-2024,Cáídá,Media,17755
4089,2023/12/04,Vandalismo,Baja,5237139
4090,2020-06-27,Caída,Alta,9179375
4091,25-09-2020,Daño estructural,Baja,9180738
4092,28-10-2023,Accidente,Media,16895
4093,2021-09-16,Daño estructural,Crítica,5201907
4094,12-29-2021,Caída,Media,6819618
4095,04-21-2021,Accidente,Baja,7182466
4096,2019/11/12,Caída,Alta,3531285
4097,2021/08/18,Caída,Baja,52132
4098,02-03-2023,Robo,Media,52180
4099,2021/09/16,Accidente,Baja,17330
4100,2022/03/04,Accidente,Alta,8799532
4101,22-09-2023,Daño estructural,Baja,3568959
4102,03-01-2020,Daño estructural,Baja,18118
4103,09-12-2020,Caída,Media,17027
4104,28-07-2020,Caída,Crítica,16869
4105,2020-01-12,Caída,Alta,7840483
4106,15/12/2021,Daño estructural,Baja,8776081
4107,07-17-2022,Accidente,Baja,17097
4108,24/04/2021,Accidente,Baja,18224
4109,31-08-2022,Accidente,Media,18176
4110,2023/04/23,Accidente,Crítica,17494
4111,09-03-2021,Vandalismo,Media,17602
4112,2022-04-01,Vandalismo,Alta,16711
4113,2023/11/16,Caída,Baja,17341
4114,2021/07/02,Caída,Baja,7802438
4115,19-12-2020,Robo,Media,5241170
4116,2022/12/07,Caída,Crítica,5174681
4117,2024/01/30,Daño estructural,Baja,16687
4118,15-02-2023,Robo,Baja,16697
4119,2023-07-12,Vandalismo,Crítica,52109
4120,08-12-2022,Vandalismo,Alta,17206
4121,27/01/2020,Vandalismo,Baja,17245
4122,07-06-2024,Daño estructural,Baja,5653971
4123,2024-03-23,Vandalismo,Alta,16876
4124,2022-01-14,Accidente,Media,18017
4125,10/07/2020,Robo,Baja,17760
4126,25/12/2019,Vándálísmó,Baja,5220798
4127,10-17-2022,Robo,Alta,17855
4128,2023-07-30,Caída,Media,4730886
4129,21-01-2023,Accidente,Alta,17328
4130,14/06/2023,Daño estructural,Media,17057
4131,01-30-2021,Daño estructural,Media,16841
4132,2023/12/08,Vandalismo,Baja,7933003
4133,02-10-2023,Vandalismo,Crítica,18378
4134,12/12/2023,Vandalismo,Media,16726
4135,10-29-2022,Vandalismo,Alta,18117
4136,2019-12-21,Vandalismo,Alta,6819625
4137,2024-05-18,Robo,Alta,18481
4138,20/02/2020,Robo,Crítica,17402
4139,23-08-2021,Dáñó éstrúctúrál,Media,52167
4140,17/03/2023,Daño estructural,Crítica,17057
4141,2023-07-12,Robo,Baja,17757
4142,2024/04/26,Robo,Alta,17746
4143,2024/09/07,Daño estructural,Media,17922
4144,12/04/2020,Accidente,Media,9235167
4145,2020/10/21,Accídénté,Media,7861574
4146,21-10-2020,Róbó,Alta,16851
4147,02-15-2024,Accídénté,Media,18112
4148,01-02-2023,Accidente,Alta,8927341
4149,17/06/2021,Vándálísmó,Media,17596
4150,19-12-2023,Daño estructural,Alta,18465
4151,08-29-2020,Caída,Alta,18007
4152,2022-12-07,Dáñó éstrúctúrál,Media,18009
4153,2020-11-26,Vandalismo,Crítica,18546
4154,2021-06-24,Robo,Baja,18413
4155,07-24-2022,Vándálísmó,Baja,16870
4156,2021-09-12,Caída,Baja,18375
4157,12-22-2021,Vandalismo,Alta,17986
4158,10-02-2022,Dáñó éstrúctúrál,Media,5653881
4159,11-14-2020,Accídénté,Crítica,5240277
4160,09-12-2021,Vandalismo,Baja,5219935
4161,17/10/2019,Caída,Baja,6819625
4162,2022-05-12,Róbó,Media,17097
4163,15/02/2020,Caída,Baja,5241184
4164,2022/03/28,Daño estructural,Baja,9294001
4165,10-21-2023,Accídénté,Alta,52195
4166,2020/04/17,Accídénté,Baja,17298
4167,21-02-2024,Vandalismo,Baja,17987
4168,2020-01-01,Vandalismo,Baja,18588
4169,2024/02/07,Robo,Baja,16889
4170,01/07/2023,Caída,Crítica,17386
4171,2020/02/29,Daño estructural,Alta,7839105
4172,2023/08/10,Dáñó éstrúctúrál,Crítica,18452
4173,11-10-2024,Vandalismo,Alta,17784
4174,08-04-2023,Caída,Crítica,17370
4175,2022/02/01,Cáídá,Crítica,18550
4176,24/09/2022,Daño estructural,Media,17380
4177,2021/01/29,Vandalismo,Media,4749899
4178,30/12/2020,Vandalismo,Alta,451351
4179,24/09/2020,Accidente,Baja,3740132
4180,18/11/2023,Dáñó éstrúctúrál,Baja,17108
4181,26/12/2019,Accidente,Media,18153
4182,19-08-2020,Vandalismo,Alta,17798
4183,2020/04/30,Robo,Baja,5237120
4184,05-10-2024,Accidente,Crítica,16812
4185,15-12-2020,Caída,Alta,18284
4186,2021/12/05,Accidente,Crítica,17152
4187,10-25-2020,Daño estructural,Crítica,7928031
4188,2022/04/09,Caída,Alta,17034
4189,2024/06/18,Róbó,Alta,18446
4190,2023/08/18,Caída,Baja,52200
4191,2022/06/08,Robo,Media,18138
4192,02-28-2022,Accidente,Crítica,18138
4193,2024-07-27,Vandalismo,Crítica,17256
4194,2019-12-17,Robo,Crítica,3568959
4195,2021/09/05,Accidente,Media,17084
4196,2023/10/31,Accidente,Crítica,17484
4197,12-05-2024,Caída,Baja,16713
4198,2021/03/22,Accidente,Media,16785
4199,08-30-2021,Daño estructural,Media,18157
4200,2020-07-25,Robo,Media,17547
4201,06/07/2020,Vandalismo,Media,9046352
4202,21/12/2019,Accidente,Alta,7928053
4203,02-03-2022,Daño estructural,Alta,18277
4204,02-24-2024,Robo,Alta,18259
4205,2019/11/15,Robo,Crítica,16868
4206,10-12-2022,Caída,Baja,17096
4207,30-01-2020,Daño estructural,Baja,18526
4208,07-28-2024,Caída,Media,17049
4209,06-09-2023,Accidente,Media,7862436
4210,22/06/2024,Caída,Baja,17126
4211,2019/11/29,Robo,Alta,17551
4212,13/01/2022,Róbó,Alta,17266
4213,2023-04-24,Vándálísmó,Baja,16693
4214,2019/12/05,Vandalismo,Alta,17017
4215,26/12/2021,Caída,Crítica,17998
4216,2020/11/19,Accidente,Crítica,18524
4217,05/06/2024,Vandalismo,Crítica,17261
4218,09/04/2022,Vandalismo,Media,17349
4219,06/04/2021,Daño estructural,Media,18403
4220,2024-06-06,Vándálísmó,Media,18096
4221,2022-04-07,Accidente,Crítica,16684
4222,2023-10-08,Accidente,Media,7595816
4223,03-29-2020,Accidente,Alta,18461
4224,2022-08-23,Caída,Media,18271
4225,22/08/2021,Robo,Baja,17204
4226,2024/07/23,Caída,Baja,18228
4227,2023-01-12,Vandalismo,Alta,18213
4228,06-25-2021,Róbó,Crítica,17326
4229,08-12-2019,Caída,Crítica,17644
4230,23-10-2021,Vandalismo,Alta,17445
4231,2021/11/07,Róbó,Media,5802688
4232,04/11/2022,Accidente,Alta,52119
4233,17/09/2024,Caída,Alta,17082
4234,07-18-2022,Robo,Baja,7125612
4235,2022/01/31,Accidente,Baja,4730835
4236,06-02-2021,Caída,Alta,52125
4237,27-06-2021,Róbó,Alta,17107
4238,2022/01/11,Caída,Media,17043
4239,20-12-2020,Accidente,Crítica,17065
4240,03-27-2022,Robo,Alta,18077
4241,2023/05/16,Robo,Crítica,5237139
4242,2020-07-31,Accidente,Alta,16834
4243,2023-09-23,Cáídá,Media,52139
4244,03/06/2021,Caída,Crítica,17821
4245,07-01-2022,Róbó,Alta,17043
4246,01-09-2024,Vándálísmó,Media,17586
4247,2024-01-27,Daño estructural,Alta,5240297
4248,2023/05/09,Caída,Baja,18336
4249,2020/12/20,Vandalismo,Media,16910
4250,13-07-2022,Accídénté,Crítica,18365
4251,27/10/2019,Robo,Media,8907324
4252,11-29-2019,Róbó,Media,4983958
4253,2019-10-17,Accidente,Crítica,17655
4254,06/12/2023,Róbó,Baja,7928105
4255,2020-09-15,Daño estructural,Alta,5653933
4256,05-25-2022,Robo,Baja,18022
4257,01-20-2024,Róbó,Baja,8799600
4258,08-06-2023,Daño estructural,Media,17977
4259,28-10-2023,Robo,Media,5240105
4260,25-03-2024,Róbó,Media,18634
4261,2023/06/02,Dáñó éstrúctúrál,Media,17101
4262,2021/10/22,Caída,Crítica,5241178
4263,18/04/2020,Vandalismo,Crítica,16830
4264,10-15-2020,Vandalismo,Baja,3531283
4265,2022/08/05,Dáñó éstrúctúrál,Alta,17670
4266,17-10-2020,Caída,Media,9187536
4267,06/09/2021,Vandalismo,Crítica,17763
4268,06-05-2020,Caída,Media,16712
4269,07-04-2024,Vandalismo,Crítica,18547
4270,2024/02/18,Vandalismo,Crítica,17552
4271,2020-03-29,Daño estructural,Crítica,52088
4272,2022-08-26,Robo,Media,5241184
4273,2022/09/23,Accidente,Baja,17611
4274,23/07/2020,Daño estructural,Baja,17699
4275,03-03-2023,Accidente,Crítica,18410
4276,2021/10/04,Daño estructural,Media,3573018
4277,30-05-2023,Vandalismo,Crítica,17331
4278,2021/02/10,Daño estructural,Media,17924
4279,17-12-2019,Accidente,Alta,18519
4280,08-20-2020,Daño estructural,Baja,17515
4281,18/12/2022,Caída,Crítica,18412
4282,2020-03-22,Vandalismo,Alta,17352
4283,03/02/2021,Dáñó éstrúctúrál,Crítica,17322
4284,31-08-2023,Accidente,Media,5219920
4285,08-24-2021,Vandalismo,Crítica,5209024
4286,12-16-2022,Daño estructural,Media,18146
4287,05-04-2021,Accidente,Crítica,52146
4288,09-14-2024,Robo,Crítica,4987144
4289,2022/04/16,Daño estructural,Media,18313
4290,11-08-2020,Vandalismo,Baja,7143517
4291,2023-07-20,Vandalismo,Alta,17454
4292,09-09-2023,Daño estructural,Baja,52089
4293,08-24-2020,Robo,Baja,16984
4294,03-23-2023,Daño estructural,Media,17476
4295,18-10-2023,Vandalismo,Crítica,18211
4296,2023/01/06,Vandalismo,Media,9046351
4297,29-12-2019,Caída,Crítica,18460
4298,2024-06-14,Accídénté,Crítica,5241175
4299,04-01-2024,Accidente,Alta,17077
4300,2020/08/02,Daño estructural,Media,4983958
4301,03-14-2022,Accidente,Crítica,17422
4302,08/06/2023,Vandalismo,Alta,18250
4303,2023/10/06,Accidente,Alta,17289
4304,2020/01/04,Daño estructural,Media,16776
4305,08-04-2020,Robo,Crítica,5654053
4306,29/01/2021,Vandalismo,Media,6819623
4307,30-03-2023,Vandalismo,Media,5199521
4308,2023/07/13,Daño estructural,Alta,17070
4309,04/08/2020,Vandalismo,Baja,17502
4310,2022-10-13,Vandalismo,Crítica,8914012
4311,2020-08-31,Robo,Alta,17260
4312,2021/05/09,Accidente,Crítica,17896
4313,02-27-2020,Daño estructural,Baja,16866
4314,07-01-2023,Robo,Media,4737941
4315,11/06/2024,Caída,Media,17431
4316,2023-05-05,Daño estructural,Baja,17487
4317,11-12-2022,Daño estructural,Alta,7165942
4318,20/09/2022,Daño estructural,Alta,5208757
4319,2021-04-06,Caída,Baja,17920
4320,2021/03/21,Robo,Crítica,17866
4321,20-05-2023,Vandalismo,Alta,7591686
4322,08-11-2023,Vandalismo,Media,17919
4323,01/12/2022,Daño estructural,Alta,17475
4324,2020-12-09,Vándálísmó,Media,5241174
4325,2021-11-18,Vandalismo,Crítica,17904
4326,27/06/2022,Daño estructural,Alta,18395
4327,2021-06-30,Cáídá,Crítica,52167
4328,2019-11-27,Caída,Alta,4749890
4329,2022/08/01,Caída,Crítica,18531
4330,04-11-2023,Robo,Crítica,3568173
4331,2021-01-20,Accidente,Alta,17802
4332,2022-09-06,Róbó,Media,52154
4333,12/03/2023,Vandalismo,Baja,52121
4334,22/10/2019,Accidente,Baja,7802522
4335,30-04-2021,Robo,Baja,18445
4336,07-21-2024,Accídénté,Crítica,18404
4337,09-25-2023,Robo,Crítica,17110
4338,18-07-2020,Vándálísmó,Alta,451593
4339,10-10-2022,Accidente,Crítica,4704499
4340,04/11/2023,Róbó,Alta,52153
4341,2020/05/14,Dáñó éstrúctúrál,Baja,5654025
4342,23-09-2024,Caída,Media,16754
4343,12-10-2021,Caída,Alta,17151
4344,11-14-2020,Accidente,Baja,7126590
4345,27-03-2024,Vandalismo,Media,18384
4346,27/08/2020,Vándálísmó,Baja,17297
4347,2022-01-23,Caída,Baja,16983
4348,05-04-2023,Daño estructural,Media,5219935
4349,05/05/2020,Caída,Media,3567539
4350,12-19-2020,Daño estructural,Alta,17453
4351,2024-10-10,Dáñó éstrúctúrál,Media,52156
4352,16/07/2023,Robo,Alta,17744
4353,2022/03/14,Daño estructural,Baja,17303
4354,2021-07-21,Daño estructural,Crítica,16743
4355,2024/02/01,Vandalismo,Crítica,17811
4356,2021/05/21,Vándálísmó,Crítica,17062
4357,2023-08-30,Daño estructural,Baja,17342
4358,2021/07/09,Daño estructural,Alta,16943
4359,2024/10/04,Vandalismo,Baja,9492616
4360,10/11/2020,Vandalismo,Baja,17062
4361,04/07/2022,Accidente,Crítica,18020
4362,12-14-2022,Robo,Media,7595815
4363,2024/10/08,Robo,Baja,18275
4364,02-11-2020,Accidente,Media,3569210
4365,23/05/2023,Vandalismo,Crítica,18139
4366,08-12-2019,Accidente,Media,18036
4367,2022/11/28,Robo,Crítica,17104
4368,11-12-2020,Accidente,Alta,18552
4369,2020-05-08,Daño estructural,Media,17425
4370,2020-06-01,Caída,Media,5237129
4371,20-08-2023,Robo,Crítica,18405
4372,18-01-2021,Daño estructural,Media,16743
4373,2024/03/21,Accidente,Baja,9277882
4374,05-11-2021,Caída,Crítica,8799648
4375,30/12/2021,Accidente,Media,16929
4376,07-08-2021,Daño estructural,Crítica,18118
4377,2023/01/21,Robo,Crítica,18095
4378,2024/08/16,Daño estructural,Crítica,17614
4379,2020/11/22,Accídénté,Media,18188
4380,18-11-2019,Robo,Media,4730886
4381,2021/11/17,Accídénté,Baja,17261
4382,28-05-2024,Caída,Media,17180
4383,01-06-2023,Daño estructural,Crítica,5654057
4384,01-12-2022,Caída,Alta,17641
4385,01/08/2023,Robo,Baja,5653903
4386,2021/07/22,Robo,Baja,17620
4387,2024-09-11,Robo,Baja,17625
4388,17/01/2020,Accidente,Alta,52065
4389,07/06/2021,Caída,Baja,17519
4390,2023/04/09,Vandalismo,Alta,17899
4391,08-22-2024,Caída,Crítica,17548
4392,2021-10-23,Vándálísmó,Crítica,18394
4393,2021-12-08,Cáídá,Media,16983
4394,25/09/2022,Accídénté,Baja,18250
4395,04-20-2022,Róbó,Baja,5240280
4396,12-17-2021,Accidente,Baja,16850
4397,17/09/2024,Daño estructural,Media,5219920
4398,23/11/2022,Daño estructural,Crítica,5653924
4399,2023/11/10,Accidente,Crítica,4988217
4400,16-02-2023,Vándálísmó,Crítica,17901
4401,05-12-2024,Vándálísmó,Media,16665
4402,2023/06/17,Robo,Alta,52095
4403,25/10/2019,Vandalismo,Media,17076
4404,02-08-2024,Róbó,Media,17996
4405,29/07/2022,Caída,Baja,17589
4406,2021-10-11,Caída,Alta,18444
4407,2023/10/27,Vándálísmó,Media,18053
4408,2023-01-24,Accidente,Media,18630
4409,28-08-2020,Caída,Baja,6819620
4410,28/10/2020,Accidente,Baja,18510
4411,2024-10-10,Vandalismo,Media,18284
4412,2021-06-05,Accidente,Media,17681
4413,2022/06/14,Accidente,Media,17606
4414,2021/06/04,Accidente,Media,18472
4415,2021/11/27,Accidente,Alta,16697
4416,2021/08/21,Caída,Baja,17218
4417,04-12-2019,Daño estructural,Crítica,18610
4418,05-01-2023,Daño estructural,Baja,17960
4419,02-28-2023,Róbó,Baja,451593
4420,02-17-2020,Vandalismo,Baja,17821
4421,02-26-2020,Accidente,Crítica,17473
4422,26/08/2021,Accidente,Alta,16938
4423,01-26-2022,Vandalismo,Crítica,17040
4424,2021/08/04,Vandalismo,Baja,17131
4425,2023/05/01,Vándálísmó,Alta,17353
4426,02-01-2023,Vandalismo,Media,16975
4427,17-02-2020,Vándálísmó,Media,18113
4428,25/07/2022,Robo,Baja,18198
4429,07-05-2023,Daño estructural,Crítica,17697
4430,2023/05/12,Vandalismo,Baja,17156
4431,31-03-2021,Robo,Alta,7903120
4432,02-06-2023,Robo,Alta,17486
4433,12-11-2022,Vandalismo,Baja,5241170
4434,26/02/2021,Vandalismo,Media,17302
4435,2023-07-19,Vandalismo,Alta,17431
4436,21-05-2021,Caída,Media,4737855
4437,28/01/2021,Róbó,Alta,7168553
4438,2022-04-24,Cáídá,Baja,18586
4439,14-11-2022,Accidente,Media,5654016
4440,17/06/2024,Dáñó éstrúctúrál,Media,17107
4441,06/09/2022,Vándálísmó,Media,5178801
4442,2021-07-02,Vandalismo,Baja,52105
4443,2022/06/25,Vandalismo,Alta,5240280
4444,06-04-2020,Daño estructural,Crítica,17995
4445,28-03-2022,Vándálísmó,Alta,9263613
4446,2021-02-03,Accídénté,Alta,16907
4447,17/06/2020,Daño estructural,Crítica,17991
4448,2022-01-14,Vandalismo,Baja,18369
4449,2020/01/26,Cáídá,Crítica,18617
4450,28/07/2024,Robo,Baja,18230
4451,09/05/2024,Accídénté,Crítica,17531
4452,01-05-2020,Vandalismo,Baja,16921
4453,06-10-2022,Caída,Crítica,3573050
4454,10-06-2021,Accidente,Crítica,4749895
