ID,PUNTUACION_ACCESIBILIDAD,PUNTUACION_CALIDAD,COMENTARIOS,AreaRecreativaID,FECHA
5598,1,1,Deficiente,17377,2021/11/21
5599,1,2,Regular,17792,18/06/2023
5600,3,2,Aceptable,17964,01-11-2023
5601,5,5,Excelente,52193,23/10/2023
5602,1,1,Deficiente,452347,01-11-2022
5603,4,4,Excelente,7403980,02/09/2023
5604,3,2,Aceptable,52154,03/09/2022
5605,4,5,Excelente,52190,2022/08/22
5606,2,2,Aceptable,5211511,2021-06-29
5607,1,2,Regular,17741,12-14-2021
5608,4,4,Excelente,3566373,11-18-2023
5609,4,3,Muy bueno,18044,12-05-2023
5610,3,2,Aceptable,17858,03-05-2022
5611,5,4,Excelente,17481,08-11-2023
5612,4,4,Excelente,18074,2022/08/06
5613,2,2,Aceptable,17429,2023/01/20
5614,4,4,Excelente,17335,2023-03-31
5615,3,3,Muy bueno,17771,2021-12-03
5616,5,4,Excelente,18543,2023/10/23
5617,3,4,Muy bueno,16811,03/05/2023
5618,5,4,Excelente,17425,15-06-2021
5619,4,3,Muy bueno,17470,2021-02-28
5620,4,5,Excelente,7248141,2021/08/13
5621,3,3,Muy bueno,18229,01/07/2023
5622,4,5,Excelente,17792,2021/08/11
5623,1,1,Deficiente,18456,01-16-2023
5624,3,3,Muy bueno,17063,04/06/2023
5625,3,3,Muy bueno,18190,2021/03/29
5626,5,4,Excelente,5241180,2023/05/18
5627,1,1,Deficiente,5246183,2021/09/11
5628,5,5,Excelente,16966,2022-12-13
5629,3,2,Aceptable,17033,18-02-2023
5630,4,4,Excelente,17331,2021-10-07
5631,5,5,Excelente,17169,2023-05-05
5632,5,4,Excelente,17308,29-01-2023
5633,3,3,Muy bueno,5056315,2023-03-15
5634,5,4,Excelente,18541,2021/03/01
5635,1,2,Regular,17649,03/05/2021
5636,5,5,Excelente,16670,21-06-2022
5637,1,1,Deficiente,17260,2021-01-31
5638,3,2,Aceptable,16978,2023-12-10
5639,3,2,Aceptable,17420,20-01-2022
5640,4,5,Excelente,7595815,2021-07-05
5641,5,5,Excelente,17795,2022-07-14
5642,4,3,Muy bueno,17300,08-08-2021
5643,2,1,Regular,52039,02-09-2023
5644,5,4,Excelente,16714,2021/06/13
5645,5,5,Excelente,5653890,2022/03/20
5646,3,2,Aceptable,17399,2021/04/02
5647,1,1,Deficiente,18555,2021-03-22
5648,5,5,Excelente,17306,2022-03-13
5649,4,4,Excelente,16722,17-08-2023
5650,2,2,Aceptable,8941727,2021/01/07
5651,4,5,Excelente,16837,11-07-2022
5652,4,5,Excelente,52082,2021-11-15
5653,5,5,Excelente,52202,25/08/2021
5654,3,3,Muy bueno,17363,25/03/2021
5655,1,1,Deficiente,52074,11-07-2022
5656,2,2,Aceptable,18088,11/02/2022
5657,1,1,Deficiente,17676,02-08-2023
5658,2,2,Aceptable,5240279,16/02/2023
5659,2,1,Regular,17942,2022/05/03
5660,5,5,Excelente,18065,13/04/2021
5661,1,2,Regular,5241185,08-18-2023
5662,5,5,Excelente,18360,23/06/2021
5663,5,5,Excelente,18241,02/11/2022
5664,3,4,Muy bueno,18251,2023-12-06
5665,3,3,Muy bueno,16855,2021/09/08
5666,1,1,Deficiente,17796,03-15-2023
5667,4,5,Excelente,52214,04-09-2021
5668,5,5,Excelente,8776034,04-10-2021
5669,4,4,Excelente,17544,2022-03-06
5670,5,5,Excelente,17344,2021-02-24
5671,4,4,Excelente,16745,28-02-2021
5672,3,2,Aceptable,18459,24/04/2021
5673,1,1,Deficiente,17437,11-06-2022
5674,2,3,Aceptable,9397076,01-07-2022
5675,1,1,Deficiente,17516,07/04/2023
5676,1,2,Regular,17968,20-12-2023
5677,2,2,Aceptable,5214638,2022/10/29
5678,4,3,Muy bueno,17794,2021/03/08
5679,2,2,Aceptable,18016,11-24-2023
5680,1,1,Deficiente,18210,2021-05-28
5681,1,1,Deficiente,18192,02/03/2022
5682,3,4,Muy bueno,18327,2021-04-23
5683,2,2,Aceptable,18506,20/12/2022
5684,2,1,Regular,9272789,14-08-2021
5685,2,3,Aceptable,18051,23-02-2021
5686,5,4,Excelente,52031,09-12-2021
5687,5,4,Excelente,18273,18-10-2021
5688,5,5,Excelente,18585,2021/05/05
5689,1,1,Deficiente,17178,18/08/2023
5690,5,5,Excelente,18077,2021/09/25
5691,4,4,Excelente,17171,26-05-2023
5692,3,3,Muy bueno,18556,09-02-2022
5693,2,3,Aceptable,18211,19-10-2021
5694,2,2,Aceptable,18182,2021-10-21
5695,1,1,Deficiente,18012,02-03-2022
5696,2,2,Aceptable,17959,02-11-2021
5697,2,3,Aceptable,52057,2022-03-17
5698,2,2,Aceptable,7928069,03/07/2023
5699,5,5,Excelente,18020,23-05-2022
5700,3,4,Muy bueno,18034,2023/12/08
5701,2,1,Regular,18588,31-08-2021
5702,2,1,Regular,3960929,09/03/2023
5703,3,3,Muy bueno,17948,2022-08-14
5704,5,5,Excelente,8799604,2022/11/01
5705,5,4,Excelente,18258,03-02-2022
5706,2,1,Regular,18419,20/12/2022
5707,5,5,Excelente,17751,11-03-2023
5708,5,5,Excelente,17367,2021/10/01
5709,3,4,Muy bueno,17558,01-20-2021
5710,2,3,Aceptable,17827,06-05-2023
5711,4,5,Excelente,17507,05-02-2021
5712,1,2,Regular,16827,2023/10/22
5713,4,4,Excelente,17215,2022/10/25
5714,2,3,Aceptable,18589,10-01-2022
5715,3,3,Muy bueno,18210,12/11/2022
5716,1,1,Deficiente,8781256,2021/03/28
5717,1,1,Deficiente,9295425,19-10-2021
5718,1,1,Deficiente,5219919,2022/12/30
5719,5,4,Excelente,5071645,06-18-2022
5720,5,5,Excelente,17942,2021/01/08
5721,4,3,Muy bueno,52208,2023/12/08
5722,1,2,Regular,17588,2021/11/23
5723,2,3,Aceptable,17698,01/03/2021
5724,2,3,Aceptable,17446,05-04-2023
5725,3,2,Aceptable,17655,2021-05-31
5726,5,4,Excelente,5237131,20-09-2021
5727,1,2,Regular,17996,2022-12-10
5728,3,4,Muy bueno,18341,30-05-2022
5729,3,3,Muy bueno,17324,2022-07-26
5730,5,5,Excelente,17908,13-02-2021
5731,5,4,Excelente,3568711,2023/12/25
5732,4,3,Muy bueno,17526,22-11-2022
5733,5,5,Excelente,3573350,2022/01/01
5734,4,3,Muy bueno,52190,26/02/2021
5735,4,4,Excelente,17817,2021/10/23
5736,3,2,Aceptable,18081,08-07-2023
5737,5,5,Excelente,16836,16/11/2022
5738,2,2,Aceptable,18345,01-22-2022
5739,5,4,Excelente,16663,10-12-2022
5740,3,4,Muy bueno,17740,10-06-2021
5741,3,3,Muy bueno,7595816,02-03-2021
5742,1,2,Regular,5653995,30-01-2022
5743,3,4,Muy bueno,16666,21-09-2022
5744,1,1,Deficiente,52149,16-04-2021
5745,3,4,Muy bueno,18016,01-07-2023
5746,4,4,Excelente,16834,02-11-2021
5747,4,5,Excelente,5213832,09-26-2023
5748,2,2,Aceptable,52200,10-18-2021
5749,2,1,Regular,52229,2021/02/21
5750,1,1,Deficiente,8909085,05-09-2023
5751,2,1,Regular,17496,11-16-2023
5752,1,1,Deficiente,17654,26-05-2022
5753,2,1,Regular,17421,2023-09-23
5754,1,1,Deficiente,18509,05-30-2023
5755,5,5,Excelente,18614,25-08-2023
5756,2,3,Aceptable,17251,19-12-2023
5757,4,3,Muy bueno,18044,30/06/2022
5758,2,2,Aceptable,8800259,22/12/2023
5759,5,5,Excelente,18455,03-01-2023
5760,1,1,Deficiente,17651,2022/05/09
5761,3,3,Muy bueno,4988362,03-17-2023
5762,2,3,Aceptable,17213,05-24-2022
5763,1,1,Deficiente,17692,30-11-2021
5764,5,4,Excelente,3573048,10-06-2022
5765,2,3,Aceptable,52157,08/09/2023
5766,3,3,Muy bueno,52127,20/09/2022
5767,5,4,Excelente,17583,2023/03/01
5768,2,2,Aceptable,17389,2021/05/16
5769,3,2,Aceptable,17507,20/08/2021
5770,2,1,Regular,3573208,08/05/2022
5771,5,5,Excelente,7107694,16/10/2023
5772,1,2,Regular,52222,20-10-2021
5773,2,1,Regular,4737844,18-08-2021
5774,5,5,Excelente,7182696,02-06-2022
5775,1,1,Deficiente,18035,07-13-2021
5776,1,1,Deficiente,17525,22-08-2021
5777,5,5,Excelente,7239555,2022-05-21
5778,5,5,Excelente,7882656,2021/03/08
5779,5,5,Excelente,18519,2021-12-08
5780,2,1,Regular,17455,2022/06/21
5781,2,3,Aceptable,7248182,2023-09-06
5782,4,4,Excelente,17811,2022/02/02
5783,5,4,Excelente,17141,28-02-2022
5784,1,1,Deficiente,18488,17-09-2023
5785,2,1,Regular,18449,07-20-2023
5786,1,2,Regular,16889,10-23-2022
5787,3,2,Aceptable,18300,07-27-2022
5788,1,1,Deficiente,18379,01-01-2022
5789,3,3,Muy bueno,17284,06-29-2023
5790,4,4,Excelente,18177,01-11-2023
5791,5,4,Excelente,18326,2021-09-22
5792,5,5,Excelente,17120,2023/11/11
5793,4,3,Muy bueno,17430,28/01/2023
5794,2,3,Aceptable,18231,2023/04/03
5795,3,2,Aceptable,5240283,06-05-2023
5796,4,5,Excelente,16922,18-05-2022
5797,1,1,Deficiente,17118,03-21-2023
5798,5,5,Excelente,5158912,2023-02-13
5799,1,2,Regular,18344,2022-03-13
5800,2,3,Aceptable,3961443,07/08/2021
5801,4,3,Muy bueno,17580,30/10/2023
5802,4,5,Excelente,6819612,2023-08-31
5803,5,5,Excelente,18638,28/04/2021
5804,4,4,Excelente,18579,01-09-2022
5805,5,5,Excelente,5219928,2022-12-25
5806,2,3,Aceptable,17171,2023-10-21
5807,2,3,Aceptable,18619,25/07/2022
5808,2,2,Aceptable,18051,19/01/2021
5809,1,2,Regular,18045,17-07-2022
5810,3,2,Aceptable,52230,2021-07-24
5811,1,1,Deficiente,18295,20/05/2023
5812,4,3,Muy bueno,7764194,2022/12/18
5813,3,3,Muy bueno,4731210,2021/06/28
5814,3,2,Aceptable,17329,2023-10-22
5815,5,5,Excelente,7943797,22/03/2021
5816,2,2,Aceptable,17531,2022/07/11
5817,1,1,Deficiente,16935,2023-07-03
5818,5,5,Excelente,18321,31-07-2021
5819,1,1,Deficiente,52162,02-10-2022
5820,5,5,Excelente,17145,04-09-2023
5821,3,3,Muy bueno,16959,2021-11-07
5822,2,2,Aceptable,17541,15-09-2023
5823,5,5,Excelente,18510,01-29-2022
5824,4,4,Excelente,18262,2021-04-10
5825,5,5,Excelente,3962563,30-03-2021
5826,1,2,Regular,7802464,18-06-2022
5827,1,2,Regular,18130,2023/02/18
5828,2,1,Regular,18095,01-13-2022
5829,2,2,Aceptable,17742,28/09/2022
5830,4,5,Excelente,17149,07-29-2021
5831,1,1,Deficiente,8914010,2021-12-16
5832,1,2,Regular,17059,12-27-2021
5833,5,4,Excelente,17758,26-07-2022
5834,3,4,Muy bueno,17877,27/05/2021
5835,2,1,Regular,52902,26-06-2021
5836,1,1,Deficiente,9397047,2022/10/30
5837,1,2,Regular,17243,2023/11/24
5838,5,4,Excelente,17725,05/06/2021
5839,3,3,Muy bueno,17692,03/04/2022
5840,1,1,Deficiente,7140941,29-05-2021
5841,1,1,Deficiente,16720,2021/08/13
5842,3,4,Muy bueno,18599,08-15-2022
5843,4,3,Muy bueno,17488,2021-01-10
5844,5,5,Excelente,17390,2022-04-14
5845,5,5,Excelente,18268,15/01/2021
5846,4,5,Excelente,52078,2023/02/11
5847,1,1,Deficiente,4792795,12/08/2023
5848,4,5,Excelente,16971,2021/08/14
5849,4,5,Excelente,17992,19-05-2023
5850,1,1,Deficiente,17655,29-04-2022
5851,5,4,Excelente,17870,2022-10-07
5852,2,1,Regular,18114,02/04/2023
5853,5,5,Excelente,17976,14-02-2022
5854,2,3,Aceptable,18080,2022/09/14
5855,1,1,Deficiente,17350,2023-10-25
5856,1,2,Regular,3740686,12-23-2023
5857,3,2,Aceptable,17692,09-23-2022
5858,5,5,Excelente,52128,2022/08/31
5859,3,4,Muy bueno,7840483,07-11-2022
5860,4,3,Muy bueno,52087,2023/04/10
5861,4,4,Excelente,17274,2023/03/07
5862,1,1,Deficiente,5237138,18/12/2022
5863,3,4,Muy bueno,5219922,13/03/2022
5864,1,1,Deficiente,17046,2023/10/05
5865,5,4,Excelente,7908163,07-26-2023
5866,2,1,Regular,18528,2023/09/23
5867,1,2,Regular,18296,29/05/2021
5868,4,3,Muy bueno,5237130,2023-01-11
5869,3,3,Muy bueno,5654006,2021/01/14
5870,1,1,Deficiente,17278,25-01-2021
5871,1,2,Regular,18029,11/11/2023
5872,2,1,Regular,18609,2023-07-22
5873,3,3,Muy bueno,17162,13/02/2021
5874,5,5,Excelente,18387,2022/06/03
5875,2,2,Aceptable,4737855,29-10-2023
5876,1,1,Deficiente,17304,31/05/2021
5877,4,3,Muy bueno,17037,08/09/2021
5878,1,1,Deficiente,7107695,2023-07-14
5879,2,3,Aceptable,7168554,07-03-2022
5880,1,2,Regular,17935,03-26-2021
5881,4,3,Muy bueno,3576105,10-11-2023
5882,1,1,Deficiente,5174692,03/03/2023
5883,2,2,Aceptable,52162,05-12-2023
5884,4,3,Muy bueno,17067,11-01-2022
5885,2,3,Aceptable,3990960,08-18-2023
5886,4,5,Excelente,17068,12-24-2022
5887,1,1,Deficiente,9272789,05-08-2021
5888,1,1,Deficiente,451593,2023-12-11
5889,3,2,Aceptable,18409,23-09-2021
5890,2,3,Aceptable,18196,2023/07/01
5891,3,2,Aceptable,16672,28/01/2023
5892,5,5,Excelente,17578,08/05/2023
5893,1,1,Deficiente,5208757,20/08/2021
5894,3,3,Muy bueno,17643,12-10-2022
5895,4,3,Muy bueno,7882667,07-30-2021
5896,4,4,Excelente,17629,11-03-2022
5897,3,2,Aceptable,17429,2021-12-03
5898,1,1,Deficiente,18305,02-21-2021
5899,5,4,Excelente,17820,2022-01-08
5900,5,5,Excelente,18600,2021-08-21
5901,5,5,Excelente,7182696,02-05-2021
5902,3,4,Muy bueno,18034,12-29-2021
5903,1,1,Deficiente,17279,29/10/2021
5904,1,2,Regular,17720,18-12-2021
5905,1,1,Deficiente,16934,25-06-2022
5906,5,5,Excelente,17470,12-15-2021
5907,2,1,Regular,17784,01-05-2023
5908,4,4,Excelente,52174,03/10/2022
5909,1,1,Deficiente,18313,2021-11-14
5910,5,5,Excelente,18376,01-05-2022
5911,1,1,Deficiente,52222,17-02-2023
5912,1,1,Deficiente,16683,11-04-2022
5913,3,4,Muy bueno,16726,2021/01/07
5914,4,3,Muy bueno,17539,02-05-2023
5915,2,3,Aceptable,16904,13/08/2022
5916,5,5,Excelente,9292077,28-05-2021
5917,5,4,Excelente,17359,2021/11/26
5918,3,2,Aceptable,18368,2021/03/08
5919,2,3,Aceptable,17503,10-22-2023
5920,3,4,Muy bueno,5219930,21/12/2022
5921,2,3,Aceptable,17444,2023-08-17
5922,1,1,Deficiente,18019,01-24-2021
5923,2,1,Regular,18303,09-01-2021
5924,1,1,Deficiente,17650,2023/11/24
5925,2,2,Aceptable,17786,2022/03/03
5926,3,4,Muy bueno,17997,19/03/2021
5927,5,5,Excelente,17019,2022/04/27
5928,3,3,Muy bueno,16901,2023/08/03
5929,3,2,Aceptable,18366,29/07/2022
5930,5,5,Excelente,17637,30-09-2023
5931,2,3,Aceptable,17957,12-26-2023
5932,2,1,Regular,16890,2021-11-03
5933,2,1,Regular,3573055,25/06/2022
5934,3,3,Muy bueno,16684,29-03-2023
5935,1,2,Regular,17392,30-12-2021
5936,5,5,Excelente,17918,02-26-2023
5937,5,5,Excelente,17782,2021-08-04
5938,2,2,Aceptable,16853,05-07-2021
5939,2,2,Aceptable,7613585,08-31-2022
5940,5,5,Excelente,7882665,08-06-2022
5941,2,3,Aceptable,17047,14-10-2021
5942,4,4,Excelente,17139,10-24-2023
5943,5,4,Excelente,16905,01/07/2022
5944,1,1,Deficiente,5241174,2023-01-23
5945,3,2,Aceptable,17000,2022-09-05
5946,5,5,Excelente,18069,2022/06/17
5947,1,1,Deficiente,5231441,2022-02-24
5948,1,1,Deficiente,18552,17-09-2022
5949,5,5,Excelente,7906811,2022/02/06
5950,1,2,Regular,17303,11-20-2021
5951,3,2,Aceptable,7403980,20-07-2023
5952,1,1,Deficiente,5240110,2021-05-11
5953,3,4,Muy bueno,8909095,2022/01/16
5954,4,4,Excelente,18295,2023-12-30
5955,5,5,Excelente,18606,15-09-2022
5956,3,2,Aceptable,16683,10/07/2021
5957,3,4,Muy bueno,7182466,2023/02/01
5958,4,4,Excelente,52132,28-06-2021
5959,1,1,Deficiente,18137,15/10/2022
5960,1,1,Deficiente,3566373,11/05/2021
5961,4,5,Excelente,7142118,02-07-2023
5962,4,5,Excelente,17049,08-21-2021
5963,2,1,Regular,52073,10-29-2023
5964,5,4,Excelente,18095,11-02-2023
5965,4,5,Excelente,18391,19-10-2022
5966,2,1,Regular,18004,29/09/2023
5967,5,4,Excelente,8799547,12/01/2021
5968,3,3,Muy bueno,17143,2021/11/04
5969,4,5,Excelente,52187,27-11-2021
5970,3,4,Muy bueno,17110,01-12-2022
5971,2,3,Aceptable,18449,05/10/2022
5972,2,3,Aceptable,16658,21-01-2022
5973,2,2,Aceptable,9187536,20/11/2021
5974,1,2,Regular,17215,2023/04/20
5975,3,3,Muy bueno,5199521,2021/01/24
5976,1,1,Deficiente,17949,2022-11-27
5977,3,4,Muy bueno,17724,16-02-2023
5978,2,2,Aceptable,17559,26-03-2023
5979,1,1,Deficiente,17255,28/12/2023
5980,3,3,Muy bueno,7245849,03-19-2023
5981,5,5,Excelente,18477,2021/11/27
5982,1,2,Regular,18203,10-06-2023
5983,5,4,Excelente,17537,2022-02-23
5984,4,4,Excelente,16954,30/04/2023
5985,5,4,Excelente,7180264,19-11-2023
5986,2,2,Aceptable,18190,2023-11-28
5987,2,1,Regular,17940,2021/06/22
5988,2,3,Aceptable,17399,2023/01/23
5989,5,5,Excelente,17593,24/10/2021
5990,5,5,Excelente,52085,07-27-2022
5991,3,2,Aceptable,18458,2022-02-10
5992,2,1,Regular,4988166,06-12-2022
5993,5,4,Excelente,52208,12-16-2022
5994,5,5,Excelente,6819620,2021-07-28
5995,2,2,Aceptable,3573208,07-25-2023
5996,2,1,Regular,18349,2023-09-25
5997,1,1,Deficiente,18594,18/05/2021
5998,4,4,Excelente,17690,2021-12-18
5999,5,5,Excelente,7837848,15-03-2023
6000,4,3,Muy bueno,16821,12-21-2021
6001,5,5,Excelente,18086,2023/05/31
6002,2,2,Aceptable,16840,12/01/2023
6003,4,4,Excelente,16866,04/11/2023
6004,3,2,Aceptable,5237127,07-09-2023
6005,2,3,Aceptable,8909085,06/10/2023
6006,3,2,Aceptable,18289,2022/02/25
6007,4,4,Excelente,17376,2021/10/26
6008,4,5,Excelente,18493,04/08/2022
6009,2,2,Aceptable,18576,30-11-2021
6010,5,4,Excelente,17901,10-12-2022
6011,5,5,Excelente,17427,16-08-2021
6012,4,5,Excelente,18379,2021/12/22
6013,4,4,Excelente,3611795,2021/11/11
6014,5,5,Excelente,18340,2023/03/24
6015,3,2,Aceptable,16994,2021-12-21
6016,2,3,Aceptable,5653851,2021/04/23
6017,1,2,Regular,6819612,2022/07/30
6018,4,3,Muy bueno,52202,29/06/2022
6019,4,5,Excelente,5240310,08/11/2023
6020,3,3,Muy bueno,17867,21/12/2022
6021,5,5,Excelente,16730,2023-01-14
6022,4,3,Muy bueno,18452,22-12-2021
6023,5,4,Excelente,17976,01/10/2021
6024,4,3,Muy bueno,18259,25-02-2023
6025,1,2,Regular,17748,2022-03-09
6026,3,2,Aceptable,17251,24-03-2023
6027,4,4,Excelente,16760,01-05-2021
6028,5,5,Excelente,461343,2021/09/04
6029,5,5,Excelente,3566373,2021-10-30
6030,2,3,Aceptable,18294,2021/01/14
6031,4,5,Excelente,17259,08/12/2022
6032,2,2,Aceptable,17334,16/10/2023
6033,5,5,Excelente,9046352,29/09/2022
6034,4,3,Muy bueno,7248141,2021-11-08
6035,1,1,Deficiente,17028,12-17-2022
6036,2,2,Aceptable,18212,2021/10/10
6037,3,2,Aceptable,17380,01-11-2023
6038,1,1,Deficiente,18466,02/09/2023
6039,2,2,Aceptable,18634,02-04-2022
6040,2,2,Aceptable,5240327,16-05-2021
6041,5,5,Excelente,18486,2023-12-01
6042,3,3,Muy bueno,17020,04-21-2023
6043,1,1,Deficiente,17196,2023-10-18
6044,4,4,Excelente,18475,29/10/2021
6045,2,1,Regular,18148,14/09/2022
6046,5,5,Excelente,5246189,02-02-2023
6047,1,1,Deficiente,17947,30/12/2021
6048,3,4,Muy bueno,5246193,12-17-2022
6049,1,2,Regular,17620,09-07-2023
6050,5,5,Excelente,17734,01/11/2023
6051,5,5,Excelente,3573053,07-10-2023
6052,3,2,Aceptable,17493,2023/10/06
6053,4,3,Muy bueno,16978,05-16-2022
6054,5,5,Excelente,5237134,10-30-2023
6055,5,5,Excelente,3566363,2021-06-02
6056,1,2,Regular,17178,2022/10/26
6057,4,4,Excelente,5241171,2022/01/01
6058,4,5,Excelente,17303,24/09/2022
6059,1,1,Deficiente,18527,12-12-2023
6060,4,5,Excelente,17813,2021/05/30
6061,1,2,Regular,17302,10-18-2023
6062,1,1,Deficiente,18295,2021/07/28
6063,5,5,Excelente,17661,01-01-2022
6064,4,4,Excelente,18067,16/04/2022
6065,1,1,Deficiente,17190,02/11/2021
6066,3,3,Muy bueno,17428,27/10/2022
6067,3,4,Muy bueno,16728,2022/03/23
6068,5,5,Excelente,452347,29/07/2021
6069,5,5,Excelente,17994,07-14-2021
6070,4,4,Excelente,17843,2023/02/15
6071,2,3,Aceptable,17533,2021/05/31
6072,2,3,Aceptable,17935,07-13-2023
6073,3,3,Muy bueno,17645,2023/03/21
6074,2,3,Aceptable,3569222,2022-07-13
6075,5,4,Excelente,18067,04-30-2022
6076,2,3,Aceptable,7403983,02-21-2021
6077,3,2,Aceptable,8799648,01-26-2022
6078,5,5,Excelente,9177985,05/10/2021
6079,4,3,Muy bueno,3569191,10-08-2021
6080,2,2,Aceptable,7943813,2022-08-19
6081,3,2,Aceptable,17853,2022-06-11
6082,5,4,Excelente,18221,2022-03-26
6083,5,5,Excelente,17517,2023-02-16
6084,1,2,Regular,3573466,2021-01-02
6085,3,3,Muy bueno,18563,01-24-2023
6086,4,5,Excelente,16728,21/02/2023
6087,3,3,Muy bueno,8785833,2022/03/14
6088,1,1,Deficiente,16903,11-09-2021
6089,1,2,Regular,8799552,2022-12-23
6090,5,5,Excelente,18531,26-08-2023
6091,2,2,Aceptable,17484,25-12-2022
6092,3,4,Muy bueno,18302,16-11-2022
6093,5,4,Excelente,6819617,29/06/2021
6094,5,5,Excelente,17656,17/07/2022
6095,1,1,Deficiente,16884,2022-09-06
6096,1,1,Deficiente,52165,2023/03/18
6097,2,2,Aceptable,18008,2021/09/17
6098,1,2,Regular,5240286,12-31-2021
6099,1,2,Regular,17640,21-05-2022
6100,4,3,Muy bueno,17682,2022/09/23
6101,1,2,Regular,17511,04/04/2021
6102,4,4,Excelente,18447,2021/10/13
6103,5,5,Excelente,18403,2021/07/23
6104,3,4,Muy bueno,17249,04-23-2023
6105,5,4,Excelente,17092,05-25-2021
6106,4,5,Excelente,18193,2022-08-09
6107,4,3,Muy bueno,18370,10-06-2021
6108,3,4,Muy bueno,7603212,06-26-2023
6109,2,3,Aceptable,17367,08-11-2021
6110,3,2,Aceptable,17783,14-01-2022
6111,3,3,Muy bueno,5213823,2021/05/07
6112,2,2,Aceptable,7107694,07/02/2021
6113,1,2,Regular,17141,07/03/2022
6114,2,3,Aceptable,461265,13-01-2023
6115,4,5,Excelente,16881,15-11-2023
6116,3,3,Muy bueno,18335,2023/12/08
6117,3,4,Muy bueno,17259,28/10/2023
6118,1,1,Deficiente,451348,2023/05/29
6119,2,3,Aceptable,7933003,18/07/2022
6120,1,2,Regular,17595,07-07-2023
6121,2,2,Aceptable,17037,2021-02-16
6122,5,4,Excelente,7280560,18/01/2021
6123,2,3,Aceptable,17778,17-06-2021
6124,3,2,Aceptable,18442,08-02-2022
6125,4,4,Excelente,18420,16/04/2022
6126,5,5,Excelente,17879,02-15-2022
6127,3,3,Muy bueno,18276,19/12/2021
6128,3,2,Aceptable,18122,2021/02/01
6129,1,1,Deficiente,3573053,07-12-2023
6130,1,2,Regular,5240282,2023-07-01
6131,3,4,Muy bueno,18003,2023/03/03
6132,5,4,Excelente,17049,2023-12-04
6133,5,5,Excelente,18171,28-04-2023
6134,4,5,Excelente,52105,16-07-2022
6135,2,1,Regular,17902,11-07-2022
6136,2,1,Regular,5246199,2021-12-04
6137,2,2,Aceptable,52047,2023-10-16
6138,3,4,Muy bueno,17359,29/05/2023
6139,1,1,Deficiente,4704499,2021-02-05
6140,2,3,Aceptable,16776,10-09-2022
6141,2,3,Aceptable,17655,2022/08/04
6142,4,3,Muy bueno,17368,2023-03-17
6143,2,2,Aceptable,7902175,27/03/2021
6144,2,3,Aceptable,16864,2023/07/28
6145,5,4,Excelente,18175,2021-03-19
6146,5,5,Excelente,18059,2023-01-27
6147,4,4,Excelente,7126499,23/03/2023
6148,1,1,Deficiente,17352,2021-09-30
6149,2,1,Regular,4730819,28/06/2022
6150,4,4,Excelente,16743,08-28-2021
6151,1,1,Deficiente,17179,2021-01-15
6152,4,5,Excelente,17382,2021-06-29
6153,2,2,Aceptable,18455,2023/05/29
6154,3,2,Aceptable,16783,2021-11-25
6155,1,1,Deficiente,17085,28-12-2022
6156,3,2,Aceptable,17718,29-09-2022
6157,1,1,Deficiente,17412,15-05-2021
6158,5,4,Excelente,16894,25/12/2023
6159,4,4,Excelente,52105,21/07/2021
6160,2,2,Aceptable,17378,2023/06/19
6161,1,2,Regular,17832,10-06-2021
6162,5,5,Excelente,17505,2021/05/12
6163,5,5,Excelente,7129053,12-21-2022
6164,4,5,Excelente,16799,2022-09-26
6165,2,3,Aceptable,18591,02/04/2023
6166,3,4,Muy bueno,17115,16-09-2021
6167,3,2,Aceptable,18047,12/10/2022
6168,5,5,Excelente,7356671,2022-04-20
6169,4,3,Muy bueno,17666,2023-10-09
6170,4,5,Excelente,18000,10-03-2021
6171,4,5,Excelente,9263613,24-02-2021
6172,3,3,Muy bueno,17856,2022-06-07
6173,1,1,Deficiente,17096,2021-12-03
6174,3,4,Muy bueno,17437,01-20-2022
6175,3,3,Muy bueno,17576,2022/12/06
6176,2,1,Regular,7927289,03-06-2022
6177,4,3,Muy bueno,17556,2023/08/31
6178,4,3,Muy bueno,17976,2023/03/12
6179,4,4,Excelente,18622,2022/01/04
6180,4,4,Excelente,52106,09-23-2023
6181,4,5,Excelente,16899,19-03-2021
6182,4,5,Excelente,17570,2021/02/12
6183,4,5,Excelente,7144040,16/03/2022
6184,5,5,Excelente,17690,2023-10-16
6185,1,2,Regular,17945,27/08/2022
6186,5,5,Excelente,16756,02-26-2021
6187,5,5,Excelente,8799942,26-01-2022
6188,1,2,Regular,16879,12/12/2021
6189,3,3,Muy bueno,18208,07/02/2022
6190,3,2,Aceptable,5241178,22-07-2023
6191,1,1,Deficiente,17363,2022-02-18
6192,2,1,Regular,9269361,05-29-2021
6193,4,4,Excelente,17075,2023/03/17
6194,3,4,Muy bueno,17919,28/01/2021
6195,2,1,Regular,5220866,03/10/2023
6196,5,4,Excelente,16833,21-02-2023
6197,3,4,Muy bueno,9424149,20/11/2021
6198,2,1,Regular,17565,25-01-2023
6199,1,2,Regular,18595,09/01/2021
6200,2,1,Regular,16876,05-10-2021
6201,3,3,Muy bueno,17330,02-02-2021
6202,1,2,Regular,7838836,27-07-2021
6203,1,1,Deficiente,17178,22-11-2021
6204,5,4,Excelente,17428,2022-10-25
6205,5,4,Excelente,18466,07-25-2021
6206,3,2,Aceptable,18279,25-03-2023
6207,3,3,Muy bueno,17338,2021-11-16
6208,2,1,Regular,5272342,12-04-2022
