ID,FECHA_INTERVENCION,TIPO_INTERVENCION,ESTADO_PREVIO,ESTADO_POSTERIOR,JuegoID,Tipo,Comentarios
"-10559,00 MNT",13/06/2024,Emergencia,Regular,Bueno,3846272,queja_usuario,Comentario sobre el mantenimiento 10559
"-10560,00 MNT",19-11-2023,Correctivo,Bueno,Regular,34947,preventivo,Comentario sobre el mantenimiento 10560
"-10561,00 MNT",15-12-2023,Correctivo,Regular,Bueno,21933,preventivo,Comentario sobre el mantenimiento 10561
"-10562,00 MNT",18-06-2024,Emergencia,Regular,Malo,5241078,preventivo,Comentario sobre el mantenimiento 10562
"-10563,00 MNT",19-01-2024,Preventivo,Malo,Malo,7861633,preventivo,Comentario sobre el mantenimiento 10563
"-10564,00 MNT",2024-04-15,Correctivo,Bueno,Regular,21749,preventivo,Comentario sobre el mantenimiento 10564
"-10565,00 MNT",20/12/2023,Correctivo,Regular,Regular,9185685,queja_usuario,Comentario sobre el mantenimiento 10565
"-10566,00 MNT",11-03-2024,Emergencia,Bueno,Malo,7614129,queja_usuario,Comentario sobre el mantenimiento 10566
"-10567,00 MNT",02-01-2024,Emergencia,Malo,Bueno,8971308,preventivo,Comentario sobre el mantenimiento 10567
"-10568,00 MNT",2024-10-10,Correctivo,Malo,Regular,4988167,preventivo,Comentario sobre el mantenimiento 10568
"-10569,00 MNT",2024-01-22,Correctivo,Malo,Bueno,58526,preventivo,Comentario sobre el mantenimiento 10569
"-10570,00 MNT",2024/07/01,Emergencia,Malo,Bueno,20843,queja_usuario,Comentario sobre el mantenimiento 10570
"-10571,00 MNT",12-30-2023,Emergencia,Malo,Bueno,19198,preventivo,Comentario sobre el mantenimiento 10571
"-10572,00 MNT",04-19-2024,Correctivo,Bueno,Bueno,7858371,queja_usuario,Comentario sobre el mantenimiento 10572
"-10573,00 MNT",2024/07/25,Preventivo,Bueno,Bueno,9294104,queja_usuario,Comentario sobre el mantenimiento 10573
"-10574,00 MNT",2024-09-03,Emergencia,Regular,Bueno,5658187,queja_usuario,Comentario sobre el mantenimiento 10574
"-10575,00 MNT",17-01-2024,Preventivo,Malo,Regular,20092,preventivo,Comentario sobre el mantenimiento 10575
"-10576,00 MNT",16/02/2024,Preventivo,Malo,Malo,20001,preventivo,Comentario sobre el mantenimiento 10576
"-10577,00 MNT",2024/05/05,Correctivo,Malo,Bueno,4749941,queja_usuario,Comentario sobre el mantenimiento 10577
"-10578,00 MNT",07-12-2024,Correctivo,Bueno,Bueno,59398,queja_usuario,Comentario sobre el mantenimiento 10578
"-10579,00 MNT",09-28-2024,Correctivo,Malo,Malo,25575,preventivo,Comentario sobre el mantenimiento 10579
"-10580,00 MNT",17/07/2024,Preventivo,Regular,Bueno,7021673,preventivo,Comentario sobre el mantenimiento 10580
"-10581,00 MNT",25/07/2024,Preventivo,Regular,Regular,4737966,queja_usuario,Comentario sobre el mantenimiento 10581
"-10582,00 MNT",2024-01-07,Correctivo,Malo,Malo,8803476,queja_usuario,Comentario sobre el mantenimiento 10582
"-10583,00 MNT",09/03/2024,Preventivo,Malo,Malo,9427176,queja_usuario,Comentario sobre el mantenimiento 10583
"-10584,00 MNT",02-09-2024,Emergencia,Malo,Bueno,32628,queja_usuario,Comentario sobre el mantenimiento 10584
"-10585,00 MNT",11-08-2023,Preventivo,Bueno,Bueno,7889430,preventivo,Comentario sobre el mantenimiento 10585
"-10586,00 MNT",18/04/2024,Correctivo,Malo,Bueno,4737871,queja_usuario,Comentario sobre el mantenimiento 10586
"-10587,00 MNT",2024/05/01,Correctivo,Malo,Bueno,22563,queja_usuario,Comentario sobre el mantenimiento 10587
"-10588,00 MNT",2024-07-04,Emergencia,Regular,Regular,9223997,queja_usuario,Comentario sobre el mantenimiento 10588
"-10589,00 MNT",23/08/2024,Correctivo,Malo,Malo,33540,queja_usuario,Comentario sobre el mantenimiento 10589
"-10590,00 MNT",2024/01/15,Emergencia,Regular,Malo,33238,queja_usuario,Comentario sobre el mantenimiento 10590
"-10591,00 MNT",2024/03/05,Emergencia,Bueno,Bueno,22036,preventivo,Comentario sobre el mantenimiento 10591
"-10592,00 MNT",11/01/2024,Correctivo,Regular,Regular,7870218,preventivo,Comentario sobre el mantenimiento 10592
"-10593,00 MNT",26-09-2024,Correctivo,Regular,Regular,4730891,queja_usuario,Comentario sobre el mantenimiento 10593
"-10594,00 MNT",2024/05/10,Preventivo,Malo,Regular,35005,preventivo,Comentario sobre el mantenimiento 10594
"-10595,00 MNT",25-08-2024,Correctivo,Malo,Regular,3567817,queja_usuario,Comentario sobre el mantenimiento 10595
"-10596,00 MNT",16-08-2024,Preventivo,Regular,Regular,4731222,preventivo,Comentario sobre el mantenimiento 10596
"-10597,00 MNT",19-01-2024,Correctivo,Regular,Bueno,25718,preventivo,Comentario sobre el mantenimiento 10597
"-10598,00 MNT",10-31-2023,Preventivo,Bueno,Bueno,20873,queja_usuario,Comentario sobre el mantenimiento 10598
"-10599,00 MNT",2024/08/21,Correctivo,Bueno,Bueno,7021673,queja_usuario,Comentario sobre el mantenimiento 10599
"-10600,00 MNT",2023-12-31,Emergencia,Malo,Bueno,9387925,queja_usuario,Comentario sobre el mantenimiento 10600
"-10601,00 MNT",2024-09-26,Preventivo,Malo,Bueno,53081,preventivo,Comentario sobre el mantenimiento 10601
"-10602,00 MNT",27/08/2024,Correctivo,Malo,Malo,33799,queja_usuario,Comentario sobre el mantenimiento 10602
"-10603,00 MNT",19/07/2024,Preventivo,Bueno,Regular,5025021,preventivo,Comentario sobre el mantenimiento 10603
"-10604,00 MNT",01/03/2024,Preventivo,Malo,Malo,7927298,preventivo,Comentario sobre el mantenimiento 10604
"-10605,00 MNT",08/10/2024,Preventivo,Bueno,Regular,9294672,queja_usuario,Comentario sobre el mantenimiento 10605
"-10606,00 MNT",2023/12/23,Emergencia,Malo,Regular,3575880,queja_usuario,Comentario sobre el mantenimiento 10606
"-10607,00 MNT",20-10-2023,Preventivo,Bueno,Malo,9177700,queja_usuario,Comentario sobre el mantenimiento 10607
"-10608,00 MNT",2024-09-17,Correctivo,Malo,Regular,9243165,queja_usuario,Comentario sobre el mantenimiento 10608
"-10609,00 MNT",2024/09/22,Correctivo,Bueno,Regular,5239353,queja_usuario,Comentario sobre el mantenimiento 10609
"-10610,00 MNT",20/12/2023,Emergencia,Regular,Regular,32890,preventivo,Comentario sobre el mantenimiento 10610
"-10611,00 MNT",10/01/2024,Correctivo,Malo,Regular,58920,preventivo,Comentario sobre el mantenimiento 10611
"-10612,00 MNT",03/04/2024,Emergencia,Regular,Malo,3530367,preventivo,Comentario sobre el mantenimiento 10612
"-10613,00 MNT",01-09-2024,Preventivo,Bueno,Bueno,9392921,preventivo,Comentario sobre el mantenimiento 10613
"-10614,00 MNT",06-09-2024,Emergencia,Bueno,Regular,19993,queja_usuario,Comentario sobre el mantenimiento 10614
"-10615,00 MNT",2024/03/14,Preventivo,Regular,Regular,5241045,preventivo,Comentario sobre el mantenimiento 10615
"-10616,00 MNT",02-06-2024,Emergencia,Regular,Malo,34874,preventivo,Comentario sobre el mantenimiento 10616
"-10617,00 MNT",2024-06-25,Emergencia,Malo,Bueno,20886,queja_usuario,Comentario sobre el mantenimiento 10617
"-10618,00 MNT",29/06/2024,Preventivo,Regular,Regular,8800832,queja_usuario,Comentario sobre el mantenimiento 10618
"-10619,00 MNT",08-06-2024,Emergencia,Malo,Bueno,7245989,preventivo,Comentario sobre el mantenimiento 10619
"-10620,00 MNT",2023-11-30,Preventivo,Regular,Regular,7741881,preventivo,Comentario sobre el mantenimiento 10620
"-10621,00 MNT",03-10-2024,Correctivo,Bueno,Bueno,5205054,preventivo,Comentario sobre el mantenimiento 10621
"-10622,00 MNT",2024-01-17,Emergencia,Malo,Malo,52761,preventivo,Comentario sobre el mantenimiento 10622
"-10623,00 MNT",2024/02/29,Emergencia,Malo,Malo,22491,queja_usuario,Comentario sobre el mantenimiento 10623
"-10624,00 MNT",2023/11/13,Correctivo,Malo,Malo,33582,preventivo,Comentario sobre el mantenimiento 10624
"-10625,00 MNT",21-12-2023,Correctivo,Malo,Malo,20518,preventivo,Comentario sobre el mantenimiento 10625
"-10626,00 MNT",2024-08-17,Emergencia,Regular,Regular,35119,preventivo,Comentario sobre el mantenimiento 10626
"-10627,00 MNT",2024-05-31,Emergencia,Regular,Bueno,60046,preventivo,Comentario sobre el mantenimiento 10627
"-10628,00 MNT",2023-12-11,Emergencia,Malo,Regular,58389,queja_usuario,Comentario sobre el mantenimiento 10628
"-10629,00 MNT",2023/12/09,Correctivo,Bueno,Malo,22538,queja_usuario,Comentario sobre el mantenimiento 10629
"-10630,00 MNT",08/06/2024,Preventivo,Regular,Bueno,5066121,queja_usuario,Comentario sobre el mantenimiento 10630
"-10631,00 MNT",11-03-2023,Emergencia,Regular,Bueno,32897,queja_usuario,Comentario sobre el mantenimiento 10631
"-10632,00 MNT",2024/03/07,Preventivo,Regular,Bueno,20200,preventivo,Comentario sobre el mantenimiento 10632
"-10633,00 MNT",30-10-2023,Correctivo,Bueno,Bueno,4993034,queja_usuario,Comentario sobre el mantenimiento 10633
"-10634,00 MNT",02-04-2024,Preventivo,Malo,Bueno,21321,preventivo,Comentario sobre el mantenimiento 10634
"-10635,00 MNT",2024/02/15,Preventivo,Bueno,Bueno,20221,queja_usuario,Comentario sobre el mantenimiento 10635
"-10636,00 MNT",2024/06/12,Preventivo,Malo,Regular,20781,queja_usuario,Comentario sobre el mantenimiento 10636
"-10637,00 MNT",10/05/2024,Preventivo,Malo,Malo,9237161,queja_usuario,Comentario sobre el mantenimiento 10637
"-10638,00 MNT",09-23-2024,Emergencia,Regular,Bueno,7889428,queja_usuario,Comentario sobre el mantenimiento 10638
"-10639,00 MNT",11-08-2023,Emergencia,Bueno,Regular,9294651,preventivo,Comentario sobre el mantenimiento 10639
"-10640,00 MNT",19-05-2024,Emergencia,Bueno,Regular,34896,preventivo,Comentario sobre el mantenimiento 10640
"-10641,00 MNT",03/01/2024,Correctivo,Regular,Regular,19794,queja_usuario,Comentario sobre el mantenimiento 10641
"-10642,00 MNT",07-05-2024,Correctivo,Regular,Bueno,8927849,preventivo,Comentario sobre el mantenimiento 10642
"-10643,00 MNT",03-12-2023,Correctivo,Malo,Malo,3744097,preventivo,Comentario sobre el mantenimiento 10643
"-10644,00 MNT",2024/10/12,Correctivo,Malo,Bueno,7927302,queja_usuario,Comentario sobre el mantenimiento 10644
"-10645,00 MNT",12-31-2023,Correctivo,Bueno,Regular,3580771,queja_usuario,Comentario sobre el mantenimiento 10645
"-10646,00 MNT",07/02/2024,Emergencia,Malo,Bueno,21378,preventivo,Comentario sobre el mantenimiento 10646
"-10647,00 MNT",16/07/2024,Emergencia,Malo,Regular,5268587,preventivo,Comentario sobre el mantenimiento 10647
"-10648,00 MNT",04-03-2024,Emergencia,Malo,Regular,5219516,preventivo,Comentario sobre el mantenimiento 10648
"-10649,00 MNT",21-10-2023,Emergencia,Regular,Malo,35154,preventivo,
"-10650,00 MNT",2024-01-07,Emergencia,Regular,Malo,24930,preventivo,Comentario sobre el mantenimiento 10650
"-10651,00 MNT",21-11-2023,Emergencia,Bueno,Malo,3962734,preventivo,Comentario sobre el mantenimiento 10651
"-10652,00 MNT",2024-08-10,Emergencia,Malo,Bueno,8927971,preventivo,Comentario sobre el mantenimiento 10652
"-10653,00 MNT",27-05-2024,Emergencia,Bueno,Regular,35185,preventivo,Comentario sobre el mantenimiento 10653
"-10654,00 MNT",07/09/2024,Preventivo,Regular,Malo,19367,preventivo,Comentario sobre el mantenimiento 10654
"-10655,00 MNT",2024/02/08,Emergencia,Bueno,Regular,9159036,queja_usuario,Comentario sobre el mantenimiento 10655
"-10656,00 MNT",13/12/2023,Preventivo,Bueno,Malo,20139,preventivo,Comentario sobre el mantenimiento 10656
"-10657,00 MNT",18/03/2024,Correctivo,Malo,Bueno,19770,queja_usuario,Comentario sobre el mantenimiento 10657
"-10658,00 MNT",2023/11/07,Preventivo,Regular,Malo,8804631,preventivo,Comentario sobre el mantenimiento 10658
"-10659,00 MNT",2023-12-15,Correctivo,Malo,Regular,4737954,preventivo,Comentario sobre el mantenimiento 10659
"-10660,00 MNT",10/05/2024,Preventivo,Bueno,Malo,22457,preventivo,Comentario sobre el mantenimiento 10660
"-10661,00 MNT",08-11-2024,Correctivo,Malo,Bueno,4731204,preventivo,Comentario sobre el mantenimiento 10661
"-10662,00 MNT",2024-01-17,Emergencia,Regular,Regular,19196,preventivo,Comentario sobre el mantenimiento 10662
"-10663,00 MNT",2024/04/14,Emergencia,Bueno,Regular,9271159,preventivo,Comentario sobre el mantenimiento 10663
"-10664,00 MNT",2024-05-11,Preventivo,Regular,Regular,5216566,queja_usuario,Comentario sobre el mantenimiento 10664
"-10665,00 MNT",06-08-2024,Preventivo,Bueno,Regular,9159015,preventivo,Comentario sobre el mantenimiento 10665
"-10666,00 MNT",2024/02/05,Preventivo,Bueno,Malo,5209538,queja_usuario,Comentario sobre el mantenimiento 10666
"-10667,00 MNT",2024-04-10,Correctivo,Bueno,Regular,7024257,queja_usuario,Comentario sobre el mantenimiento 10667
"-10668,00 MNT",24-02-2024,Preventivo,Regular,Bueno,4988309,queja_usuario,Comentario sobre el mantenimiento 10668
"-10669,00 MNT",2023/12/02,Emergencia,Bueno,Regular,5803646,preventivo,Comentario sobre el mantenimiento 10669
"-10670,00 MNT",2024/09/07,Correctivo,Malo,Bueno,25018,preventivo,Comentario sobre el mantenimiento 10670
"-10671,00 MNT",09-04-2024,Emergencia,Bueno,Regular,9394709,preventivo,Comentario sobre el mantenimiento 10671
"-10672,00 MNT",31/01/2024,Emergencia,Regular,Bueno,59349,preventivo,Comentario sobre el mantenimiento 10672
"-10673,00 MNT",19-10-2023,Preventivo,Malo,Bueno,4796522,preventivo,Comentario sobre el mantenimiento 10673
"-10674,00 MNT",08-12-2024,Emergencia,Malo,Regular,22406,queja_usuario,Comentario sobre el mantenimiento 10674
"-10675,00 MNT",2023-12-26,Correctivo,Bueno,Bueno,9394151,queja_usuario,Comentario sobre el mantenimiento 10675
"-10676,00 MNT",2024-03-18,Emergencia,Bueno,Malo,4937610,queja_usuario,Comentario sobre el mantenimiento 10676
"-10677,00 MNT",10/04/2024,Emergencia,Bueno,Bueno,58979,queja_usuario,Comentario sobre el mantenimiento 10677
"-10678,00 MNT",06-10-2024,Preventivo,Malo,Regular,9181813,queja_usuario,Comentario sobre el mantenimiento 10678
"-10679,00 MNT",2024/09/29,Correctivo,Regular,Bueno,33048,preventivo,Comentario sobre el mantenimiento 10679
"-10680,00 MNT",06-17-2024,Preventivo,Regular,Bueno,9294112,queja_usuario,Comentario sobre el mantenimiento 10680
"-10681,00 MNT",09-08-2024,Correctivo,Regular,Bueno,25812,queja_usuario,Comentario sobre el mantenimiento 10681
"-10682,00 MNT",04/07/2024,Emergencia,Regular,Malo,5240911,preventivo,Comentario sobre el mantenimiento 10682
"-10683,00 MNT",21-02-2024,Preventivo,Regular,Malo,9180970,preventivo,Comentario sobre el mantenimiento 10683
"-10684,00 MNT",08-14-2024,Emergencia,Bueno,Regular,24919,queja_usuario,Comentario sobre el mantenimiento 10684
"-10685,00 MNT",2024/06/27,Emergencia,Malo,Regular,4985937,preventivo,Comentario sobre el mantenimiento 10685
"-10686,00 MNT",16-09-2024,Preventivo,Regular,Malo,58573,preventivo,Comentario sobre el mantenimiento 10686
"-10687,00 MNT",04/11/2023,Correctivo,Bueno,Bueno,7933624,queja_usuario,Comentario sobre el mantenimiento 10687
"-10688,00 MNT",06-10-2024,Emergencia,Regular,Malo,4990334,queja_usuario,Comentario sobre el mantenimiento 10688
"-10689,00 MNT",23-10-2023,Preventivo,Regular,Regular,34119,preventivo,Comentario sobre el mantenimiento 10689
"-10690,00 MNT",2024-02-09,Preventivo,Bueno,Bueno,33344,queja_usuario,Comentario sobre el mantenimiento 10690
"-10691,00 MNT",2023/11/16,Preventivo,Regular,Malo,8914027,queja_usuario,Comentario sobre el mantenimiento 10691
"-10692,00 MNT",2024-08-14,Correctivo,Bueno,Regular,7896568,preventivo,Comentario sobre el mantenimiento 10692
"-10693,00 MNT",2024-07-05,Emergencia,Bueno,Regular,5658112,queja_usuario,Comentario sobre el mantenimiento 10693
"-10694,00 MNT",13-09-2024,Correctivo,Regular,Regular,4737888,preventivo,Comentario sobre el mantenimiento 10694
"-10695,00 MNT",2024-06-27,Correctivo,Malo,Regular,5658766,preventivo,Comentario sobre el mantenimiento 10695
"-10696,00 MNT",11-23-2023,Emergencia,Malo,Bueno,59631,queja_usuario,Comentario sobre el mantenimiento 10696
"-10697,00 MNT",01-04-2024,Emergencia,Bueno,Bueno,33263,preventivo,Comentario sobre el mantenimiento 10697
"-10698,00 MNT",2024/09/09,Correctivo,Malo,Bueno,7591511,preventivo,Comentario sobre el mantenimiento 10698
"-10699,00 MNT",16-09-2024,Emergencia,Bueno,Regular,20132,preventivo,Comentario sobre el mantenimiento 10699
"-10700,00 MNT",08-01-2024,Emergencia,Malo,Regular,3573263,queja_usuario,Comentario sobre el mantenimiento 10700
"-10701,00 MNT",15-07-2024,Emergencia,Malo,Bueno,18780,queja_usuario,Comentario sobre el mantenimiento 10701
"-10702,00 MNT",24-10-2023,Correctivo,Malo,Bueno,25577,queja_usuario,Comentario sobre el mantenimiento 10702
"-10703,00 MNT",06-04-2024,Preventivo,Regular,Malo,8941054,preventivo,Comentario sobre el mantenimiento 10703
"-10704,00 MNT",27-07-2024,Emergencia,Regular,Malo,9247589,queja_usuario,Comentario sobre el mantenimiento 10704
"-10705,00 MNT",2023/12/26,Preventivo,Regular,Bueno,3963538,preventivo,Comentario sobre el mantenimiento 10705
"-10706,00 MNT",2024/08/19,Preventivo,Regular,Regular,58200,preventivo,Comentario sobre el mantenimiento 10706
"-10707,00 MNT",30-01-2024,Emergencia,Bueno,Malo,7934565,queja_usuario,Comentario sobre el mantenimiento 10707
"-10708,00 MNT",01-03-2024,Correctivo,Regular,Malo,9176915,queja_usuario,Comentario sobre el mantenimiento 10708
"-10709,00 MNT",08-02-2024,Preventivo,Bueno,Malo,7116392,preventivo,Comentario sobre el mantenimiento 10709
"-10710,00 MNT",2024/01/29,Emergencia,Regular,Malo,4995101,queja_usuario,Comentario sobre el mantenimiento 10710
"-10711,00 MNT",07-28-2024,Emergencia,Regular,Bueno,9182930,queja_usuario,Comentario sobre el mantenimiento 10711
"-10712,00 MNT",2024-01-01,Emergencia,Regular,Bueno,60169,preventivo,Comentario sobre el mantenimiento 10712
"-10713,00 MNT",19-02-2024,Correctivo,Regular,Malo,19452,preventivo,Comentario sobre el mantenimiento 10713
"-10714,00 MNT",19-02-2024,Correctivo,Malo,Malo,21262,queja_usuario,Comentario sobre el mantenimiento 10714
"-10715,00 MNT",01-23-2024,Emergencia,Malo,Bueno,9389904,preventivo,Comentario sobre el mantenimiento 10715
"-10716,00 MNT",2024-04-12,Emergencia,Bueno,Regular,19993,preventivo,Comentario sobre el mantenimiento 10716
"-10717,00 MNT",2024-09-03,Correctivo,Malo,Bueno,34216,queja_usuario,Comentario sobre el mantenimiento 10717
"-10718,00 MNT",11-04-2024,Preventivo,Regular,Malo,7838881,queja_usuario,Comentario sobre el mantenimiento 10718
"-10719,00 MNT",09-04-2024,Emergencia,Malo,Bueno,58757,preventivo,Comentario sobre el mantenimiento 10719
"-10720,00 MNT",07-25-2024,Emergencia,Malo,Bueno,3566824,queja_usuario,Comentario sobre el mantenimiento 10720
"-10721,00 MNT",04-19-2024,Emergencia,Regular,Bueno,25632,preventivo,Comentario sobre el mantenimiento 10721
"-10722,00 MNT",2024/04/30,Correctivo,Malo,Regular,9223834,queja_usuario,Comentario sobre el mantenimiento 10722
"-10723,00 MNT",19-03-2024,Correctivo,Malo,Malo,7902163,preventivo,Comentario sobre el mantenimiento 10723
"-10724,00 MNT",30-12-2023,Correctivo,Bueno,Malo,3575771,queja_usuario,Comentario sobre el mantenimiento 10724
"-10725,00 MNT",2024-03-25,Preventivo,Bueno,Malo,25054,queja_usuario,Comentario sobre el mantenimiento 10725
"-10726,00 MNT",20/05/2024,Preventivo,Regular,Bueno,59461,preventivo,Comentario sobre el mantenimiento 10726
"-10727,00 MNT",07-26-2024,Preventivo,Bueno,Malo,9225780,queja_usuario,Comentario sobre el mantenimiento 10727
"-10728,00 MNT",12-24-2023,Emergencia,Malo,Bueno,7861584,preventivo,Comentario sobre el mantenimiento 10728
"-10729,00 MNT",2023/12/17,Preventivo,Malo,Regular,58880,preventivo,Comentario sobre el mantenimiento 10729
"-10730,00 MNT",03/04/2024,Emergencia,Malo,Malo,9427249,preventivo,Comentario sobre el mantenimiento 10730
"-10731,00 MNT",04-07-2024,Emergencia,Malo,Regular,9288553,queja_usuario,Comentario sobre el mantenimiento 10731
"-10732,00 MNT",2024-06-24,Correctivo,Malo,Regular,22461,preventivo,Comentario sobre el mantenimiento 10732
"-10733,00 MNT",08-15-2024,Emergencia,Malo,Regular,21359,preventivo,Comentario sobre el mantenimiento 10733
"-10734,00 MNT",2024/06/14,Correctivo,Malo,Bueno,25005,queja_usuario,Comentario sobre el mantenimiento 10734
"-10735,00 MNT",13-10-2024,Preventivo,Regular,Malo,33844,preventivo,Comentario sobre el mantenimiento 10735
"-10736,00 MNT",01-17-2024,Correctivo,Bueno,Regular,9167249,queja_usuario,Comentario sobre el mantenimiento 10736
"-10737,00 MNT",09/08/2024,Correctivo,Malo,Regular,4732018,queja_usuario,Comentario sobre el mantenimiento 10737
"-10738,00 MNT",17-07-2024,Preventivo,Malo,Regular,20512,preventivo,Comentario sobre el mantenimiento 10738
"-10739,00 MNT",2024/03/31,Preventivo,Regular,Malo,7853112,queja_usuario,Comentario sobre el mantenimiento 10739
"-10740,00 MNT",07/02/2024,Correctivo,Regular,Bueno,3580687,preventivo,Comentario sobre el mantenimiento 10740
"-10741,00 MNT",21/01/2024,Preventivo,Regular,Regular,33173,queja_usuario,Comentario sobre el mantenimiento 10741
"-10742,00 MNT",03-06-2024,Correctivo,Bueno,Bueno,5211873,preventivo,Comentario sobre el mantenimiento 10742
"-10743,00 MNT",08-02-2024,Preventivo,Regular,Malo,5659375,queja_usuario,Comentario sobre el mantenimiento 10743
"-10744,00 MNT",2024/03/17,Emergencia,Bueno,Regular,5658758,queja_usuario,Comentario sobre el mantenimiento 10744
"-10745,00 MNT",2024-09-01,Correctivo,Regular,Regular,3577446,queja_usuario,Comentario sobre el mantenimiento 10745
"-10746,00 MNT",2024-09-21,Preventivo,Regular,Regular,20531,queja_usuario,Comentario sobre el mantenimiento 10746
"-10747,00 MNT",2024-06-29,Preventivo,Bueno,Regular,8800699,queja_usuario,Comentario sobre el mantenimiento 10747
"-10748,00 MNT",14-06-2024,Preventivo,Bueno,Regular,9295430,preventivo,Comentario sobre el mantenimiento 10748
"-10749,00 MNT",2024-08-05,Preventivo,Regular,Malo,7126160,queja_usuario,Comentario sobre el mantenimiento 10749
"-10750,00 MNT",2023/10/18,Emergencia,Malo,Malo,9288541,queja_usuario,Comentario sobre el mantenimiento 10750
"-10751,00 MNT",12-07-2023,Preventivo,Malo,Bueno,20109,preventivo,Comentario sobre el mantenimiento 10751
"-10752,00 MNT",08-12-2023,Correctivo,Malo,Bueno,6878888,preventivo,Comentario sobre el mantenimiento 10752
"-10753,00 MNT",11-26-2023,Emergencia,Malo,Malo,58368,queja_usuario,Comentario sobre el mantenimiento 10753
"-10754,00 MNT",12-08-2023,Emergencia,Bueno,Regular,9294508,queja_usuario,Comentario sobre el mantenimiento 10754
"-10755,00 MNT",2024-04-07,Preventivo,Malo,Bueno,59486,queja_usuario,Comentario sobre el mantenimiento 10755
"-10756,00 MNT",2024/08/06,Correctivo,Malo,Bueno,8803681,queja_usuario,Comentario sobre el mantenimiento 10756
"-10757,00 MNT",2024-03-13,Correctivo,Malo,Bueno,59736,queja_usuario,Comentario sobre el mantenimiento 10757
"-10758,00 MNT",05-11-2023,Correctivo,Bueno,Regular,19065,preventivo,Comentario sobre el mantenimiento 10758
"-10759,00 MNT",08-09-2024,Emergencia,Malo,Malo,7761350,queja_usuario,Comentario sobre el mantenimiento 10759
"-10760,00 MNT",28/01/2024,Preventivo,Regular,Malo,7928120,queja_usuario,Comentario sobre el mantenimiento 10760
"-10761,00 MNT",04-05-2024,Preventivo,Bueno,Regular,7125256,queja_usuario,Comentario sobre el mantenimiento 10761
"-10762,00 MNT",04-08-2024,Correctivo,Malo,Malo,33574,preventivo,Comentario sobre el mantenimiento 10762
"-10763,00 MNT",18/02/2024,Correctivo,Regular,Regular,5240837,queja_usuario,Comentario sobre el mantenimiento 10763
"-10764,00 MNT",2024/03/05,Preventivo,Regular,Bueno,5659353,queja_usuario,Comentario sobre el mantenimiento 10764
"-10765,00 MNT",2024-06-07,Preventivo,Malo,Regular,7858774,queja_usuario,Comentario sobre el mantenimiento 10765
"-10766,00 MNT",06/08/2024,Correctivo,Malo,Malo,9389676,preventivo,Comentario sobre el mantenimiento 10766
"-10767,00 MNT",01/02/2024,Correctivo,Regular,Bueno,9494869,queja_usuario,Comentario sobre el mantenimiento 10767
"-10768,00 MNT",26-12-2023,Correctivo,Malo,Malo,3566439,preventivo,Comentario sobre el mantenimiento 10768
"-10769,00 MNT",08-13-2024,Correctivo,Bueno,Bueno,33251,preventivo,Comentario sobre el mantenimiento 10769
"-10770,00 MNT",13/10/2024,Emergencia,Regular,Bueno,59906,queja_usuario,Comentario sobre el mantenimiento 10770
"-10771,00 MNT",05-10-2024,Correctivo,Malo,Bueno,8888643,preventivo,Comentario sobre el mantenimiento 10771
"-10772,00 MNT",2024-06-29,Correctivo,Malo,Regular,451535,preventivo,Comentario sobre el mantenimiento 10772
"-10773,00 MNT",2024-04-23,Emergencia,Malo,Malo,25747,queja_usuario,Comentario sobre el mantenimiento 10773
"-10774,00 MNT",2023-11-22,Correctivo,Regular,Bueno,9177995,preventivo,Comentario sobre el mantenimiento 10774
"-10775,00 MNT",2023-11-18,Correctivo,Regular,Malo,8803537,preventivo,Comentario sobre el mantenimiento 10775
"-10776,00 MNT",2023/10/15,Preventivo,Malo,Regular,5658494,queja_usuario,Comentario sobre el mantenimiento 10776
"-10777,00 MNT",08-25-2024,Correctivo,Malo,Regular,9160072,preventivo,Comentario sobre el mantenimiento 10777
"-10778,00 MNT",16/01/2024,Preventivo,Bueno,Bueno,3567549,preventivo,Comentario sobre el mantenimiento 10778
"-10779,00 MNT",13/09/2024,Correctivo,Bueno,Regular,6778254,preventivo,Comentario sobre el mantenimiento 10779
"-10780,00 MNT",08/01/2024,Preventivo,Malo,Regular,3845308,queja_usuario,Comentario sobre el mantenimiento 10780
"-10781,00 MNT",09-19-2024,Correctivo,Bueno,Malo,5241078,queja_usuario,Comentario sobre el mantenimiento 10781
"-10782,00 MNT",11-09-2024,Correctivo,Bueno,Regular,35093,queja_usuario,Comentario sobre el mantenimiento 10782
"-10783,00 MNT",2024-07-09,Preventivo,Regular,Malo,35095,queja_usuario,Comentario sobre el mantenimiento 10783
"-10784,00 MNT",2023-12-11,Correctivo,Regular,Regular,8820177,preventivo,Comentario sobre el mantenimiento 10784
"-10785,00 MNT",2024-10-07,Correctivo,Malo,Bueno,7890585,queja_usuario,Comentario sobre el mantenimiento 10785
"-10786,00 MNT",09/02/2024,Emergencia,Bueno,Malo,5658740,queja_usuario,Comentario sobre el mantenimiento 10786
"-10787,00 MNT",07-12-2023,Emergencia,Regular,Regular,19319,preventivo,Comentario sobre el mantenimiento 10787
"-10788,00 MNT",01-21-2024,Emergencia,Bueno,Malo,3581585,queja_usuario,Comentario sobre el mantenimiento 10788
"-10789,00 MNT",2024-05-11,Correctivo,Malo,Bueno,5224770,preventivo,Comentario sobre el mantenimiento 10789
